Time,Driver,Position,GapToLeader,IntervalToPositionAhead
0 days 02:10:02.686000,44,2.0,+1.724,+1.724
0 days 02:10:05.701000,44,2.0,+1.742,+1.742
0 days 02:10:10.400000,44,2.0,+1.636,+1.636
0 days 02:10:13.658000,44,2.0,+1.668,+1.668
0 days 02:10:16.761000,44,2.0,+1.575,+1.575
0 days 02:10:20.616000,44,2.0,+1.716,+1.716
0 days 02:10:26.372000,44,2.0,+1.616,+1.616
0 days 02:10:30.263000,44,2.0,+1.566,+1.566
0 days 02:10:34.652000,44,2.0,+1.462,+1.462
0 days 02:10:35.862000,44,2.0,+1.455,+1.455
0 days 02:10:40.739000,44,2.0,+1.636,+1.636
0 days 02:10:45.919000,44,2.0,+1.644,+1.644
0 days 02:10:51.404000,44,2.0,+1.556,+1.556
0 days 02:10:55.264000,44,2.0,+1.447,+1.447
0 days 02:10:59.078000,44,2.0,+1.482,+1.482
0 days 02:11:01.545000,44,2.0,+1.457,+1.457
0 days 02:11:03.880000,44,2.0,+1.446,+1.446
0 days 02:11:07.392000,44,2.0,+1.557,+1.557
0 days 02:11:11.987000,44,2.0,+1.622,+1.622
0 days 02:11:14.416000,44,2.0,+1.593,+1.593
0 days 02:11:16.871000,44,2.0,+1.532,+1.532
0 days 02:11:18.883000,44,2.0,+1.491,+1.491
0 days 02:11:21.825000,44,2.0,+1.477,+1.477
0 days 02:11:26.643000,44,2.0,+1.591,+1.591
0 days 02:11:27.810000,44,2.0,+1.619,+1.619
0 days 02:11:34.833000,44,2.0,+1.696,+1.696
0 days 02:11:37.748000,44,2.0,+1.690,+1.690
0 days 02:11:42.492000,44,2.0,+1.587,+1.587
0 days 02:11:45.767000,44,2.0,+1.653,+1.653
0 days 02:11:48.930000,44,2.0,+1.651,+1.651
0 days 02:11:52.895000,44,2.0,+1.845,+1.845
0 days 02:11:58.569000,44,2.0,+1.720,+1.720
0 days 02:12:02.497000,44,2.0,+1.677,+1.677
0 days 02:12:06.815000,44,2.0,+1.603,+1.603
0 days 02:12:08.047000,44,2.0,+1.613,+1.613
0 days 02:12:12.975000,44,2.0,+1.904,+1.904
0 days 02:12:18.181000,44,2.0,+1.881,+1.881
0 days 02:12:23.640000,44,2.0,+1.789,+1.789
0 days 02:12:27.453000,44,2.0,+1.708,+1.708
0 days 02:12:31.383000,44,2.0,+1.796,+1.796
0 days 02:12:33.819000,44,2.0,+1.785,+1.785
0 days 02:12:36.246000,44,2.0,+1.812,+1.812
0 days 02:12:39.807000,44,2.0,+1.957,+1.957
0 days 02:12:44.327000,44,2.0,+1.977,+1.977
0 days 02:12:46.737000,44,2.0,+1.936,+1.936
0 days 02:12:49.129000,44,2.0,+1.882,+1.882
0 days 02:12:51.218000,44,2.0,+1.871,+1.871
0 days 02:12:54.191000,44,2.0,+1.879,+1.879
0 days 02:12:59.035000,44,2.0,+1.982,+1.982
0 days 02:13:00.245000,44,2.0,+2.007,+2.007
0 days 02:13:07.130000,44,2.0,+2.040,+2.040
0 days 02:13:10.070000,44,2.0,+2.013,+2.013
0 days 02:13:14.780000,44,2.0,+1.896,+1.896
0 days 02:13:18.034000,44,2.0,+1.921,+1.921
0 days 02:13:25.096000,44,2.0,+2.061,+2.061
0 days 02:13:30.812000,44,2.0,+1.969,+1.969
0 days 02:13:34.823000,44,2.0,+1.936,+1.936
0 days 02:13:39.067000,44,2.0,+1.857,+1.857
0 days 02:13:40.296000,44,2.0,+1.865,+1.865
0 days 02:13:45.175000,44,2.0,+1.984,+1.984
0 days 02:13:50.291000,44,2.0,+1.899,+1.899
0 days 02:13:55.813000,44,2.0,+1.799,+1.799
0 days 02:13:59.630000,44,2.0,+1.686,+1.686
0 days 02:14:03.520000,44,2.0,+1.745,+1.745
0 days 02:14:06.012000,44,2.0,+1.738,+1.738
0 days 02:14:08.396000,44,2.0,+1.744,+1.744
0 days 02:14:11.858000,44,2.0,+1.873,+1.873
0 days 02:14:16.429000,44,2.0,+1.909,+1.909
0 days 02:14:18.876000,44,2.0,+1.873,+1.873
0 days 02:14:21.325000,44,2.0,+1.819,+1.819
0 days 02:14:23.374000,44,2.0,+1.785,+1.785
0 days 02:14:26.297000,44,2.0,+1.768,+1.768
0 days 02:14:31.197000,44,2.0,+1.954,+1.954
0 days 02:14:32.368000,44,2.0,+1.988,+1.988
0 days 02:14:39.716000,44,2.0,+2.009,+2.009
0 days 02:14:42.272000,44,2.0,+1.979,+1.979
0 days 02:14:46.975000,44,2.0,+1.870,+1.870
0 days 02:14:50.256000,44,2.0,+1.900,+1.900
0 days 02:14:53.344000,44,2.0,+1.870,+1.870
0 days 02:14:57.305000,44,2.0,+2.008,+2.008
0 days 02:15:03.073000,44,2.0,+1.944,+1.944
0 days 02:15:06.952000,44,2.0,+1.891,+1.891
0 days 02:15:11.278000,44,2.0,+1.800,+1.800
0 days 02:15:12.545000,44,2.0,+1.807,+1.807
0 days 02:15:17.478000,44,2.0,+2.037,+2.037
0 days 02:15:22.745000,44,2.0,+2.083,+2.083
0 days 02:15:28.193000,44,2.0,+1.951,+1.951
0 days 02:15:32.036000,44,2.0,+1.843,+1.843
0 days 02:15:35.926000,44,2.0,+1.885,+1.885
0 days 02:15:38.373000,44,2.0,+1.865,+1.865
0 days 02:15:40.749000,44,2.0,+1.868,+1.868
0 days 02:15:44.282000,44,2.0,+2.009,+2.009
0 days 02:15:48.859000,44,2.0,+2.029,+2.029
0 days 02:15:51.310000,44,2.0,+1.994,+1.994
0 days 02:15:53.703000,44,2.0,+1.943,+1.943
0 days 02:15:55.794000,44,2.0,+1.923,+1.923
0 days 02:15:58.720000,44,2.0,+1.894,+1.894
0 days 02:16:03.569000,44,2.0,+2.021,+2.021
0 days 02:16:04.756000,44,2.0,+2.042,+2.042
0 days 02:16:11.624000,44,2.0,+2.052,+2.052
0 days 02:16:14.549000,44,2.0,+2.031,+2.031
0 days 02:16:19.291000,44,2.0,+1.920,+1.920
0 days 02:16:22.575000,44,2.0,+1.966,+1.966
0 days 02:16:25.713000,44,2.0,+1.976,+1.976
0 days 02:16:29.603000,44,2.0,+2.059,+2.059
0 days 02:16:35.334000,44,2.0,+2.052,+2.052
0 days 02:16:39.196000,44,2.0,+1.991,+1.991
0 days 02:16:43.573000,44,2.0,+1.933,+1.933
0 days 02:16:44.836000,44,2.0,+1.948,+1.948
0 days 02:16:49.818000,44,2.0,+2.057,+2.057
0 days 02:16:55.156000,44,2.0,+2.092,+2.092
0 days 02:17:00.539000,44,2.0,+1.999,+1.999
0 days 02:17:04.451000,44,2.0,+1.909,+1.909
0 days 02:17:08.283000,44,2.0,+1.946,+1.946
0 days 02:17:10.701000,44,2.0,+1.930,+1.930
0 days 02:17:13.127000,44,2.0,+1.945,+1.945
0 days 02:17:16.662000,44,2.0,+2.123,+2.123
0 days 02:17:21.380000,44,2.0,+2.258,+2.258
0 days 02:17:23.844000,44,2.0,+2.229,+2.229
0 days 02:17:26.229000,44,2.0,+2.185,+2.185
0 days 02:17:28.286000,44,2.0,+2.175,+2.175
0 days 02:17:31.252000,44,2.0,+2.200,+2.200
0 days 02:17:36.174000,44,2.0,+2.394,+2.394
0 days 02:17:37.375000,44,2.0,+2.438,+2.438
0 days 02:17:44.311000,44,2.0,+2.457,+2.457
0 days 02:17:47.243000,44,2.0,+2.421,+2.421
0 days 02:17:51.988000,44,2.0,+2.320,+2.320
0 days 02:17:55.234000,44,2.0,+2.362,+2.362
0 days 02:17:58.304000,44,2.0,+2.322,+2.322
0 days 02:18:02.197000,44,2.0,+2.502,+2.502
0 days 02:18:07.902000,44,2.0,+2.413,+2.413
0 days 02:18:11.752000,44,2.0,+2.370,+2.370
0 days 02:18:16.142000,44,2.0,+2.316,+2.316
0 days 02:18:17.381000,44,2.0,+2.323,+2.323
0 days 02:18:22.209000,44,2.0,+2.363,+2.363
0 days 02:18:27.531000,44,2.0,+2.469,+2.469
0 days 02:18:32.981000,44,2.0,+2.370,+2.370
0 days 02:18:36.849000,44,2.0,+2.280,+2.280
0 days 02:18:40.749000,44,2.0,+2.321,+2.321
0 days 02:18:43.157000,44,2.0,+2.305,+2.305
0 days 02:18:45.528000,44,2.0,+2.315,+2.315
0 days 02:18:49.098000,44,2.0,+2.450,+2.450
0 days 02:18:53.691000,44,2.0,+2.475,+2.475
0 days 02:18:56.107000,44,2.0,+2.439,+2.439
0 days 02:18:58.555000,44,2.0,+2.388,+2.388
0 days 02:19:00.547000,44,2.0,+2.356,+2.356
0 days 02:19:03.475000,44,2.0,+2.378,+2.378
0 days 02:19:08.346000,44,2.0,+2.508,+2.508
0 days 02:19:09.590000,44,2.0,+2.531,+2.531
0 days 02:19:16.442000,44,2.0,+2.516,+2.516
0 days 02:19:19.334000,44,2.0,+2.488,+2.488
0 days 02:19:24.098000,44,2.0,+2.392,+2.392
0 days 02:19:27.334000,44,2.0,+2.399,+2.399
0 days 02:19:30.385000,44,2.0,+2.341,+2.341
0 days 02:19:34.265000,44,2.0,+2.411,+2.411
0 days 02:19:40.051000,44,2.0,+2.385,+2.385
0 days 02:19:43.880000,44,2.0,+2.333,+2.333
0 days 02:19:48.180000,44,2.0,+2.264,+2.264
0 days 02:19:49.371000,44,2.0,+2.278,+2.278
0 days 02:19:54.171000,44,2.0,+2.321,+2.321
0 days 02:19:59.436000,44,2.0,+2.405,+2.405
0 days 02:20:04.846000,44,2.0,+2.287,+2.287
0 days 02:20:08.677000,44,2.0,+2.182,+2.182
0 days 02:20:12.550000,44,2.0,+2.240,+2.240
0 days 02:20:15.045000,44,2.0,+2.227,+2.227
0 days 02:20:17.355000,44,2.0,+2.200,+2.200
0 days 02:20:20.874000,44,2.0,+2.318,+2.318
0 days 02:20:25.525000,44,2.0,+2.361,+2.361
0 days 02:20:27.986000,44,2.0,+2.319,+2.319
0 days 02:20:30.335000,44,2.0,+2.264,+2.264
0 days 02:20:32.365000,44,2.0,+2.232,+2.232
0 days 02:20:35.307000,44,2.0,+2.237,+2.237
0 days 02:20:40.193000,44,2.0,+2.365,+2.365
0 days 02:20:41.369000,44,2.0,+2.391,+2.391
0 days 02:20:48.276000,44,2.0,+2.373,+2.373
0 days 02:20:51.204000,44,2.0,+2.349,+2.349
0 days 02:20:55.950000,44,2.0,+2.238,+2.238
0 days 02:20:59.200000,44,2.0,+2.247,+2.247
0 days 02:21:02.366000,44,2.0,+2.187,+2.187
0 days 02:21:06.225000,44,2.0,+2.399,+2.399
0 days 02:21:12.049000,44,2.0,+2.377,+2.377
0 days 02:21:15.829000,44,2.0,+2.301,+2.301
0 days 02:21:20.199000,44,2.0,+2.234,+2.234
0 days 02:21:21.420000,44,2.0,+2.233,+2.233
0 days 02:21:26.241000,44,2.0,+2.367,+2.367
0 days 02:21:31.550000,44,2.0,+2.411,+2.411
0 days 02:21:36.981000,44,2.0,+2.336,+2.336
0 days 02:21:40.875000,44,2.0,+2.252,+2.252
0 days 02:21:44.787000,44,2.0,+2.322,+2.322
0 days 02:21:47.159000,44,2.0,+2.307,+2.307
0 days 02:21:49.560000,44,2.0,+2.297,+2.297
0 days 02:21:53.041000,44,2.0,+2.363,+2.363
0 days 02:21:58.221000,44,2.0,+2.947,+2.947
0 days 02:22:00.894000,44,2.0,+3.158,+3.158
0 days 02:22:03.361000,44,2.0,+3.197,+3.197
0 days 02:22:05.394000,44,2.0,+3.195,+3.195
0 days 02:22:08.445000,44,2.0,+3.279,+3.279
0 days 02:22:13.448000,44,2.0,+3.493,+3.493
0 days 02:22:46.030000,44,3.0,+3.493,+3.493
0 days 02:22:52.728000,44,4.0,+3.493,+3.493
0 days 02:22:56.706000,44,5.0,+3.493,+3.493
0 days 02:23:03.703000,44,5.0,+34.664,+3.776
0 days 02:23:07.288000,44,5.0,+35.148,+4.250
0 days 02:23:11.384000,44,5.0,+35.408,+4.386
0 days 02:23:17.165000,44,5.0,+35.446,+4.288
0 days 02:23:21.001000,44,5.0,+35.422,+4.289
0 days 02:23:25.394000,44,5.0,+35.371,+4.255
0 days 02:23:26.634000,44,5.0,+35.389,+4.242
0 days 02:23:31.401000,44,5.0,+35.473,+4.191
0 days 02:23:36.321000,44,5.0,+35.213,+3.844
0 days 02:23:41.797000,44,5.0,+35.127,+3.807
0 days 02:23:45.654000,44,5.0,+35.065,+3.783
0 days 02:23:49.578000,44,5.0,+35.170,+4.000
0 days 02:23:52.045000,44,5.0,+35.161,+4.032
0 days 02:23:54.384000,44,5.0,+35.145,+3.981
0 days 02:23:57.934000,44,5.0,+35.233,+4.018
0 days 02:24:02.348000,44,5.0,+35.130,+4.024
0 days 02:24:04.730000,44,5.0,+35.078,+4.014
0 days 02:24:07.149000,44,5.0,+35.032,+3.995
0 days 02:24:09.214000,44,5.0,+35.005,+3.947
0 days 02:24:12.134000,44,5.0,+35.034,+3.914
0 days 02:24:16.864000,44,5.0,+35.006,+3.926
0 days 02:24:18.002000,44,5.0,+35.017,+3.878
0 days 02:24:24.594000,44,5.0,+34.651,+3.464
0 days 02:24:27.463000,44,5.0,+34.553,+3.425
0 days 02:24:32.191000,44,5.0,+34.443,+3.425
0 days 02:24:32.203000,44,4.0,+34.443,+3.425
0 days 02:24:35.493000,44,4.0,+34.487,+3.457
0 days 02:24:38.575000,44,4.0,+34.456,+3.451
0 days 02:24:42.397000,44,4.0,+34.391,+3.431
0 days 02:24:47.902000,44,4.0,+34.022,+2.952
0 days 02:24:51.742000,44,4.0,+33.960,+2.899
0 days 02:24:56.116000,44,4.0,+33.887,+2.851
0 days 02:24:57.359000,44,4.0,+33.909,+2.842
0 days 02:25:02.107000,44,4.0,+33.972,+2.779
0 days 02:25:07.078000,44,4.0,+33.648,+2.440
0 days 02:25:12.506000,44,4.0,+33.542,+2.406
0 days 02:25:16.352000,44,4.0,+33.470,+2.365
0 days 02:25:20.184000,44,4.0,+33.434,+2.497
0 days 02:25:22.594000,44,4.0,+33.390,+2.495
0 days 02:25:24.952000,44,4.0,+33.389,+2.457
0 days 02:25:28.387000,44,4.0,+33.380,+2.432
0 days 02:25:32.843000,44,4.0,+33.253,+2.429
0 days 02:25:35.254000,44,4.0,+33.214,+2.411
0 days 02:25:37.733000,44,4.0,+33.180,+2.378
0 days 02:25:39.765000,44,4.0,+33.178,+2.346
0 days 02:25:42.749000,44,4.0,+33.191,+2.297
0 days 02:25:47.493000,44,4.0,+33.096,+2.312
0 days 02:25:48.586000,44,4.0,+33.096,+2.290
0 days 02:25:55.340000,44,4.0,+33.096,+2.020
0 days 02:25:58.258000,44,4.0,+33.468,+1.970
0 days 02:26:02.967000,44,4.0,+33.468,+1.904
0 days 02:26:06.168000,44,4.0,+13.604,+1.963
0 days 02:26:09.329000,44,4.0,+13.053,+2.012
0 days 02:26:13.064000,44,4.0,+13.077,+1.926
0 days 02:26:18.819000,44,4.0,+13.151,+1.645
0 days 02:26:22.661000,44,4.0,+13.112,+1.598
0 days 02:26:26.966000,44,4.0,+13.024,+1.552
0 days 02:26:28.266000,44,4.0,+13.001,+1.536
0 days 02:26:32.981000,44,4.0,+13.156,+1.552
0 days 02:26:37.988000,44,4.0,+13.197,+1.209
0 days 02:26:43.422000,44,4.0,+13.159,+1.205
0 days 02:26:47.356000,44,4.0,+13.058,+1.164
0 days 02:26:51.077000,44,4.0,+12.968,+1.283
0 days 02:26:53.504000,44,4.0,+12.901,+1.268
0 days 02:26:55.861000,44,4.0,+12.828,+1.208
0 days 02:26:59.322000,44,4.0,+12.860,+1.252
0 days 02:27:03.824000,44,4.0,+12.837,+1.301
0 days 02:27:06.269000,44,4.0,+12.797,+1.283
0 days 02:27:08.603000,44,4.0,+12.740,+1.247
0 days 02:27:10.669000,44,4.0,+12.708,+1.204
0 days 02:27:13.652000,44,4.0,+12.639,+1.146
0 days 02:27:18.369000,44,4.0,+12.652,+1.216
0 days 02:27:19.483000,44,4.0,+12.646,+1.192
0 days 02:27:26.407000,44,4.0,+12.820,+1.011
0 days 02:27:29.324000,44,4.0,+12.861,+1.010
0 days 02:27:34.050000,44,4.0,+12.721,+0.932
0 days 02:27:37.175000,44,4.0,+12.640,+0.922
0 days 02:27:40.236000,44,4.0,+12.539,+0.852
0 days 02:27:44.246000,44,4.0,+12.922,+0.881
0 days 02:27:50.162000,44,4.0,+13.057,+0.786
0 days 02:27:53.874000,44,4.0,+12.967,+0.724
0 days 02:27:58.061000,44,4.0,+12.719,+0.536
0 days 02:27:59.299000,44,4.0,+12.663,+0.476
0 days 02:28:04.164000,44,4.0,+12.987,+0.526
0 days 02:28:09.293000,44,4.0,+13.055,+0.340
0 days 02:28:14.532000,44,4.0,+12.840,+0.157
0 days 02:28:18.164000,44,4.0,+12.570,+0.157
0 days 02:28:18.167000,44,3.0,+12.570,+0.157
0 days 02:28:22.162000,44,3.0,+12.726,+4.138
0 days 02:28:24.628000,44,3.0,+12.724,+4.118
0 days 02:28:26.987000,44,3.0,+12.693,+4.040
0 days 02:28:30.526000,44,3.0,+12.653,+3.958
0 days 02:28:35.029000,44,3.0,+12.631,+3.932
0 days 02:28:37.406000,44,3.0,+12.584,+3.902
0 days 02:28:40.349000,44,3.0,+12.506,+3.848
0 days 02:28:41.792000,44,3.0,+12.444,+3.791
0 days 02:28:44.754000,44,3.0,+12.389,+3.703
0 days 02:28:49.499000,44,3.0,+12.352,+3.619
0 days 02:28:50.655000,44,3.0,+12.366,+3.617
0 days 02:28:57.619000,44,3.0,+12.507,+3.667
0 days 02:29:00.583000,44,3.0,+12.566,+3.703
0 days 02:29:05.330000,44,3.0,+12.481,+3.659
0 days 02:29:08.715000,44,3.0,+12.585,+3.703
0 days 02:29:11.931000,44,3.0,+12.632,+3.839
0 days 02:29:15.822000,44,3.0,+12.908,+3.898
0 days 02:29:21.612000,44,3.0,+12.935,+3.885
0 days 02:29:25.484000,44,3.0,+12.881,+3.838
0 days 02:29:29.807000,44,3.0,+12.792,+3.777
0 days 02:29:31.071000,44,3.0,+12.809,+3.742
0 days 02:29:35.966000,44,3.0,+13.075,+3.796
0 days 02:29:41.049000,44,3.0,+13.129,+3.739
0 days 02:29:46.517000,44,3.0,+13.041,+3.715
0 days 02:29:50.293000,44,3.0,+12.918,+3.635
0 days 02:29:54.329000,44,3.0,+13.108,+3.826
0 days 02:29:56.822000,44,3.0,+13.114,+3.849
0 days 02:29:59.265000,44,3.0,+13.175,+3.882
0 days 02:30:02.926000,44,3.0,+13.373,+3.939
0 days 02:30:07.421000,44,3.0,+13.386,+3.934
0 days 02:30:09.869000,44,3.0,+13.350,+3.910
0 days 02:30:12.278000,44,3.0,+13.309,+3.890
0 days 02:30:14.308000,44,3.0,+13.311,+3.898
0 days 02:30:17.365000,44,3.0,+13.365,+3.910
0 days 02:30:22.202000,44,3.0,+13.449,+3.931
0 days 02:30:23.357000,44,3.0,+13.473,+3.929
0 days 02:30:30.132000,44,3.0,+13.507,+3.996
0 days 02:30:33.084000,44,3.0,+13.513,+4.000
0 days 02:30:37.866000,44,3.0,+13.444,+3.981
0 days 02:30:41.225000,44,3.0,+13.587,+4.078
0 days 02:30:44.400000,44,3.0,+13.602,+4.125
0 days 02:30:48.227000,44,3.0,+13.794,+4.203
0 days 02:30:54.012000,44,3.0,+13.749,+4.224
0 days 02:30:57.834000,44,3.0,+13.706,+4.213
0 days 02:31:02.287000,44,3.0,+13.667,+4.174
0 days 02:31:03.553000,44,3.0,+13.692,+4.172
0 days 02:31:08.264000,44,3.0,+13.750,+4.261
0 days 02:31:13.443000,44,3.0,+13.830,+4.248
0 days 02:31:18.952000,44,3.0,+13.786,+4.303
0 days 02:31:22.855000,44,3.0,+13.762,+4.313
0 days 02:31:26.780000,44,3.0,+13.808,+4.438
0 days 02:31:29.251000,44,3.0,+13.802,+4.464
0 days 02:31:31.662000,44,3.0,+13.833,+4.466
0 days 02:31:35.200000,44,3.0,+13.889,+4.519
0 days 02:31:39.631000,44,3.0,+13.856,+4.453
0 days 02:31:42.038000,44,3.0,+13.815,+4.424
0 days 02:31:44.427000,44,3.0,+13.776,+4.402
0 days 02:31:46.510000,44,3.0,+13.794,+4.412
0 days 02:31:49.470000,44,3.0,+13.810,+4.395
0 days 02:31:54.214000,44,3.0,+13.860,+4.375
0 days 02:31:55.403000,44,3.0,+13.889,+4.370
0 days 02:32:02.206000,44,3.0,+13.832,+4.307
0 days 02:32:05.129000,44,3.0,+13.835,+4.318
0 days 02:32:09.876000,44,3.0,+13.751,+4.284
0 days 02:32:13.146000,44,3.0,+13.782,+4.301
0 days 02:32:16.234000,44,3.0,+13.687,+4.265
0 days 02:32:20.068000,44,3.0,+13.891,+4.355
0 days 02:32:25.764000,44,3.0,+13.744,+4.258
0 days 02:32:29.628000,44,3.0,+13.688,+4.241
0 days 02:32:33.938000,44,3.0,+13.623,+4.179
0 days 02:32:35.242000,44,3.0,+13.644,+4.158
0 days 02:32:39.992000,44,3.0,+13.783,+4.209
0 days 02:32:45.164000,44,3.0,+13.746,+4.139
0 days 02:32:50.623000,44,3.0,+13.705,+4.157
0 days 02:32:54.522000,44,3.0,+13.652,+4.154
0 days 02:32:58.326000,44,3.0,+13.599,+4.167
0 days 02:33:00.742000,44,3.0,+13.558,+4.152
0 days 02:33:03.124000,44,3.0,+13.535,+4.098
0 days 02:33:06.583000,44,3.0,+13.547,+4.082
0 days 02:33:11.010000,44,3.0,+13.430,+4.033
0 days 02:33:13.451000,44,3.0,+13.382,+4.010
0 days 02:33:15.804000,44,3.0,+13.338,+3.986
0 days 02:33:17.857000,44,3.0,+13.322,+3.962
0 days 02:33:20.820000,44,3.0,+13.323,+3.925
0 days 02:33:25.538000,44,3.0,+13.280,+3.894
0 days 02:33:26.689000,44,3.0,+13.289,+3.879
0 days 02:33:33.454000,44,3.0,+13.110,+3.765
0 days 02:33:36.318000,44,3.0,+13.076,+3.738
0 days 02:33:41.060000,44,3.0,+12.983,+3.686
0 days 02:33:44.283000,44,3.0,+12.950,+3.633
0 days 02:33:47.383000,44,3.0,+12.862,+3.598
0 days 02:33:51.152000,44,3.0,+13.007,+3.650
0 days 02:33:56.893000,44,3.0,+12.985,+3.641
0 days 02:34:00.815000,44,3.0,+12.927,+3.613
0 days 02:34:05.146000,44,3.0,+12.854,+3.552
0 days 02:34:06.347000,44,3.0,+12.871,+3.532
0 days 02:34:11.045000,44,3.0,+12.959,+3.613
0 days 02:34:16.147000,44,3.0,+12.873,+3.566
0 days 02:34:21.617000,44,3.0,+12.812,+3.600
0 days 02:34:25.459000,44,3.0,+12.741,+3.563
0 days 02:34:29.226000,44,3.0,+12.685,+3.592
0 days 02:34:31.627000,44,3.0,+12.639,+3.583
0 days 02:34:34.135000,44,3.0,+12.623,+3.530
0 days 02:34:37.456000,44,3.0,+12.661,+3.533
0 days 02:34:41.795000,44,3.0,+12.577,+3.445
0 days 02:34:44.249000,44,3.0,+12.528,+3.417
0 days 02:34:46.627000,44,3.0,+12.478,+3.389
0 days 02:34:49.046000,44,3.0,+12.456,+3.363
0 days 02:34:51.704000,44,3.0,+12.486,+3.356
0 days 02:34:56.381000,44,3.0,+12.490,+3.363
0 days 02:34:57.483000,44,3.0,+12.509,+3.351
0 days 02:35:04.227000,44,3.0,+12.461,+3.309
0 days 02:35:07.147000,44,3.0,+12.445,+3.303
0 days 02:35:11.950000,44,3.0,+12.337,+3.255
0 days 02:35:15.131000,44,3.0,+12.327,+3.262
0 days 02:35:18.235000,44,3.0,+12.351,+3.272
0 days 02:35:21.984000,44,3.0,+12.452,+3.305
0 days 02:35:27.753000,44,3.0,+12.373,+3.207
0 days 02:35:31.609000,44,3.0,+12.309,+3.167
0 days 02:35:35.947000,44,3.0,+12.230,+3.095
0 days 02:35:37.181000,44,3.0,+12.232,+3.058
0 days 02:35:41.903000,44,3.0,+12.332,+3.108
0 days 02:35:46.963000,44,3.0,+12.323,+3.072
0 days 02:35:52.420000,44,3.0,+12.267,+3.064
0 days 02:35:56.338000,44,3.0,+12.201,+3.027
0 days 02:36:00.117000,44,3.0,+12.175,+3.067
0 days 02:36:02.485000,44,3.0,+12.128,+3.048
0 days 02:36:04.866000,44,3.0,+12.123,+2.994
0 days 02:36:08.301000,44,3.0,+12.166,+2.980
0 days 02:36:12.823000,44,3.0,+12.227,+3.017
0 days 02:36:15.235000,44,3.0,+12.211,+3.007
0 days 02:36:17.711000,44,3.0,+12.179,+2.987
0 days 02:36:19.714000,44,3.0,+12.156,+2.957
0 days 02:36:22.680000,44,3.0,+12.162,+2.921
0 days 02:36:27.333000,44,3.0,+12.162,+2.954
0 days 02:36:28.474000,44,3.0,+12.163,+2.940
0 days 02:36:35.247000,44,3.0,+12.102,+2.869
0 days 02:36:38.164000,44,3.0,+12.086,+2.893
0 days 02:36:42.920000,44,3.0,+11.979,+2.847
0 days 02:36:46.101000,44,3.0,+11.945,+2.852
0 days 02:36:49.191000,44,3.0,+11.858,+2.885
0 days 02:36:53.050000,44,3.0,+12.082,+3.027
0 days 02:36:58.768000,44,3.0,+12.008,+2.973
0 days 02:37:02.615000,44,3.0,+11.945,+2.941
0 days 02:37:06.892000,44,3.0,+11.867,+2.862
0 days 02:37:08.174000,44,3.0,+11.857,+2.822
0 days 02:37:12.834000,44,3.0,+11.896,+2.858
0 days 02:37:17.934000,44,3.0,+11.927,+2.873
0 days 02:37:23.434000,44,3.0,+11.865,+2.873
0 days 02:37:27.269000,44,3.0,+11.777,+2.822
0 days 02:37:31.032000,44,3.0,+11.666,+2.850
0 days 02:37:33.460000,44,3.0,+11.600,+2.824
0 days 02:37:35.795000,44,3.0,+11.566,+2.746
0 days 02:37:39.210000,44,3.0,+11.597,+2.738
0 days 02:37:43.675000,44,3.0,+11.546,+2.713
0 days 02:37:46.089000,44,3.0,+11.502,+2.689
0 days 02:37:48.461000,44,3.0,+11.455,+2.663
0 days 02:37:50.557000,44,3.0,+11.438,+2.633
0 days 02:37:53.440000,44,3.0,+11.422,+2.592
0 days 02:37:58.146000,44,3.0,+11.430,+2.620
0 days 02:37:59.264000,44,3.0,+11.434,+2.614
0 days 02:38:06.129000,44,3.0,+11.411,+2.620
0 days 02:38:08.999000,44,3.0,+11.393,+2.606
0 days 02:38:13.704000,44,3.0,+11.276,+2.541
0 days 02:38:16.902000,44,3.0,+11.227,+2.531
0 days 02:38:20.041000,44,3.0,+11.150,+2.505
0 days 02:38:23.805000,44,3.0,+11.282,+2.576
0 days 02:38:29.364000,44,3.0,+11.086,+2.459
0 days 02:38:33.223000,44,3.0,+10.993,+2.411
0 days 02:38:37.491000,44,3.0,+10.900,+2.316
0 days 02:38:38.757000,44,3.0,+10.893,+2.274
0 days 02:38:43.458000,44,3.0,+10.983,+2.335
0 days 02:38:48.623000,44,3.0,+10.969,+2.340
0 days 02:38:54.070000,44,3.0,+10.898,+2.322
0 days 02:38:57.976000,44,3.0,+10.799,+2.266
0 days 02:39:01.653000,44,3.0,+10.779,+2.290
0 days 02:39:04.068000,44,3.0,+10.731,+2.263
0 days 02:39:06.389000,44,3.0,+10.715,+2.194
0 days 02:39:09.844000,44,3.0,+10.717,+2.157
0 days 02:39:14.215000,44,3.0,+10.663,+2.133
0 days 02:39:16.587000,44,3.0,+10.611,+2.107
0 days 02:39:19.039000,44,3.0,+10.553,+2.075
0 days 02:39:21.003000,44,3.0,+10.528,+2.042
0 days 02:39:24.018000,44,3.0,+10.525,+2.008
0 days 02:39:28.642000,44,3.0,+10.492,+2.024
0 days 02:39:29.810000,44,3.0,+10.499,+2.008
0 days 02:39:36.622000,44,3.0,+10.465,+2.109
0 days 02:39:39.554000,44,3.0,+10.445,+2.134
0 days 02:39:44.386000,44,3.0,+10.329,+2.080
0 days 02:39:47.532000,44,3.0,+10.276,+2.094
0 days 02:39:50.668000,44,3.0,+10.237,+2.125
0 days 02:39:54.443000,44,3.0,+10.435,+2.220
