,Date,RPM,Speed,nGear,Throttle,Brake,DRS,Source,Time,SessionTime
266,2021-07-18 15:10:37.353,9840,206,6,91,False,0,car,0 days 00:01:04.181000,0 days 02:09:37.343000
267,2021-07-18 15:10:37.593,10046,212,6,97,False,0,car,0 days 00:01:04.421000,0 days 02:09:37.583000
268,2021-07-18 15:10:37.833,10046,219,6,97,False,0,car,0 days 00:01:04.661000,0 days 02:09:37.823000
269,2021-07-18 15:10:38.073,10530,223,6,100,False,0,car,0 days 00:01:04.901000,0 days 02:09:38.063000
270,2021-07-18 15:10:38.313,10727,229,6,100,False,0,car,0 days 00:01:05.141000,0 days 02:09:38.303000
271,2021-07-18 15:10:38.553,11151,235,6,100,False,0,car,0 days 00:01:05.381000,0 days 02:09:38.543000
272,2021-07-18 15:10:38.833,11297,241,6,100,False,0,car,0 days 00:01:05.661000,0 days 02:09:38.823000
273,2021-07-18 15:10:39.073,11603,245,6,100,False,0,car,0 days 00:01:05.901000,0 days 02:09:39.063000
274,2021-07-18 15:10:39.313,11738,249,6,100,False,0,car,0 days 00:01:06.141000,0 days 02:09:39.303000
275,2021-07-18 15:10:39.553,11805,254,6,100,False,0,car,0 days 00:01:06.381000,0 days 02:09:39.543000
276,2021-07-18 15:10:39.793,10428,257,7,100,False,0,car,0 days 00:01:06.621000,0 days 02:09:39.783000
277,2021-07-18 15:10:39.994,10687,260,7,100,False,0,car,0 days 00:01:06.822000,0 days 02:09:39.984000
278,2021-07-18 15:10:40.233,10802,265,7,100,False,0,car,0 days 00:01:07.061000,0 days 02:09:40.223000
279,2021-07-18 15:10:40.513,10872,268,7,100,False,0,car,0 days 00:01:07.341000,0 days 02:09:40.503000
280,2021-07-18 15:10:40.753,11145,272,7,100,False,0,car,0 days 00:01:07.581000,0 days 02:09:40.743000
281,2021-07-18 15:10:40.993,11217,275,7,100,False,0,car,0 days 00:01:07.821000,0 days 02:09:40.983000
282,2021-07-18 15:10:41.233,11334,278,7,100,False,0,car,0 days 00:01:08.061000,0 days 02:09:41.223000
283,2021-07-18 15:10:41.513,11501,281,7,100,False,0,car,0 days 00:01:08.341000,0 days 02:09:41.503000
284,2021-07-18 15:10:41.753,11613,285,7,100,False,0,car,0 days 00:01:08.581000,0 days 02:09:41.743000
285,2021-07-18 15:10:41.993,11672,286,7,100,False,0,car,0 days 00:01:08.821000,0 days 02:09:41.983000
286,2021-07-18 15:10:42.233,11730,289,7,100,False,0,car,0 days 00:01:09.061000,0 days 02:09:42.223000
287,2021-07-18 15:10:42.473,11847,290,7,100,False,0,car,0 days 00:01:09.301000,0 days 02:09:42.463000
288,2021-07-18 15:10:42.713,11952,292,7,100,False,0,car,0 days 00:01:09.541000,0 days 02:09:42.703000
289,2021-07-18 15:10:42.953,10760,295,7,100,False,0,car,0 days 00:01:09.781000,0 days 02:09:42.943000
290,2021-07-18 15:10:43.193,10651,296,8,100,False,0,car,0 days 00:01:10.021000,0 days 02:09:43.183000
291,2021-07-18 15:10:43.433,10718,299,8,100,False,0,car,0 days 00:01:10.261000,0 days 02:09:43.423000
292,2021-07-18 15:10:43.673,10778,299,8,100,False,0,car,0 days 00:01:10.501000,0 days 02:09:43.663000
293,2021-07-18 15:10:43.913,10799,301,8,100,False,0,car,0 days 00:01:10.741000,0 days 02:09:43.903000
294,2021-07-18 15:10:44.153,10859,303,8,100,False,0,car,0 days 00:01:10.981000,0 days 02:09:44.143000
295,2021-07-18 15:10:44.393,10889,303,8,100,False,0,car,0 days 00:01:11.221000,0 days 02:09:44.383000
296,2021-07-18 15:10:44.633,10952,304,8,100,False,0,car,0 days 00:01:11.461000,0 days 02:09:44.623000
297,2021-07-18 15:10:44.873,10935,304,8,100,False,0,car,0 days 00:01:11.701000,0 days 02:09:44.863000
298,2021-07-18 15:10:45.113,10897,304,8,100,False,0,car,0 days 00:01:11.941000,0 days 02:09:45.103000
299,2021-07-18 15:10:45.353,10914,304,8,100,False,0,car,0 days 00:01:12.181000,0 days 02:09:45.343000
300,2021-07-18 15:10:45.593,10908,304,8,100,False,0,car,0 days 00:01:12.421000,0 days 02:09:45.583000
301,2021-07-18 15:10:45.873,10919,303,8,100,False,0,car,0 days 00:01:12.701000,0 days 02:09:45.863000
302,2021-07-18 15:10:46.113,10896,302,8,100,False,0,car,0 days 00:01:12.941000,0 days 02:09:46.103000
303,2021-07-18 15:10:46.353,10864,302,8,100,False,0,car,0 days 00:01:13.181000,0 days 02:09:46.343000
304,2021-07-18 15:10:46.554,10829,302,8,100,False,0,car,0 days 00:01:13.382000,0 days 02:09:46.544000
305,2021-07-18 15:10:46.794,10802,301,8,100,False,0,car,0 days 00:01:13.622000,0 days 02:09:46.784000
306,2021-07-18 15:10:47.033,10770,300,8,100,False,0,car,0 days 00:01:13.861000,0 days 02:09:47.023000
307,2021-07-18 15:10:47.273,10697,300,8,100,False,0,car,0 days 00:01:14.101000,0 days 02:09:47.263000
308,2021-07-18 15:10:47.513,10687,298,8,100,False,0,car,0 days 00:01:14.341000,0 days 02:09:47.503000
309,2021-07-18 15:10:47.753,10670,296,8,100,False,0,car,0 days 00:01:14.581000,0 days 02:09:47.743000
310,2021-07-18 15:10:47.993,10250,294,8,34,True,0,car,0 days 00:01:14.821000,0 days 02:09:47.983000
311,2021-07-18 15:10:48.233,10165,276,8,9,True,0,car,0 days 00:01:15.061000,0 days 02:09:48.223000
312,2021-07-18 15:10:48.473,9318,264,8,0,True,0,car,0 days 00:01:15.301000,0 days 02:09:48.463000
313,2021-07-18 15:10:48.713,9318,251,8,0,True,0,car,0 days 00:01:15.541000,0 days 02:09:48.703000
314,2021-07-18 15:10:48.953,9539,235,7,0,True,0,car,0 days 00:01:15.781000,0 days 02:09:48.943000
315,2021-07-18 15:10:49.193,9180,231,7,0,True,0,car,0 days 00:01:16.021000,0 days 02:09:49.183000
316,2021-07-18 15:10:49.433,8957,218,7,0,True,0,car,0 days 00:01:16.261000,0 days 02:09:49.423000
317,2021-07-18 15:10:49.673,9581,209,7,3,False,0,car,0 days 00:01:16.501000,0 days 02:09:49.663000
318,2021-07-18 15:10:49.913,9581,209,7,3,False,0,car,0 days 00:01:16.741000,0 days 02:09:49.903000
319,2021-07-18 15:10:50.153,9434,198,6,4,False,0,car,0 days 00:01:16.981000,0 days 02:09:50.143000
320,2021-07-18 15:10:50.393,9133,193,6,57,False,0,car,0 days 00:01:17.221000,0 days 02:09:50.383000
321,2021-07-18 15:10:50.633,9265,195,6,75,False,0,car,0 days 00:01:17.461000,0 days 02:09:50.623000
322,2021-07-18 15:10:50.873,9521,198,6,87,False,0,car,0 days 00:01:17.701000,0 days 02:09:50.863000
323,2021-07-18 15:10:51.113,9720,202,6,88,False,0,car,0 days 00:01:17.941000,0 days 02:09:51.103000
324,2021-07-18 15:10:51.353,9950,208,6,92,False,0,car,0 days 00:01:18.181000,0 days 02:09:51.343000
325,2021-07-18 15:10:51.593,10169,212,6,96,False,0,car,0 days 00:01:18.421000,0 days 02:09:51.583000
326,2021-07-18 15:10:51.833,10432,217,6,100,False,0,car,0 days 00:01:18.661000,0 days 02:09:51.823000
327,2021-07-18 15:10:52.073,10713,224,6,100,False,0,car,0 days 00:01:18.901000,0 days 02:09:52.063000
328,2021-07-18 15:10:52.313,10911,229,6,100,False,0,car,0 days 00:01:19.141000,0 days 02:09:52.303000
329,2021-07-18 15:10:52.553,11234,237,6,100,False,0,car,0 days 00:01:19.381000,0 days 02:09:52.543000
330,2021-07-18 15:10:52.793,11457,242,6,100,False,0,car,0 days 00:01:19.621000,0 days 02:09:52.783000
331,2021-07-18 15:10:52.994,11609,246,6,100,False,0,car,0 days 00:01:19.822000,0 days 02:09:52.984000
332,2021-07-18 15:10:53.234,11737,251,6,100,False,0,car,0 days 00:01:20.062000,0 days 02:09:53.224000
333,2021-07-18 15:10:53.474,11925,254,6,100,False,0,car,0 days 00:01:20.302000,0 days 02:09:53.464000
334,2021-07-18 15:10:53.713,10665,255,6,100,False,0,car,0 days 00:01:20.541000,0 days 02:09:53.703000
335,2021-07-18 15:10:53.953,10502,258,7,100,False,0,car,0 days 00:01:20.781000,0 days 02:09:53.943000
336,2021-07-18 15:10:54.193,10582,259,7,100,False,0,car,0 days 00:01:21.021000,0 days 02:09:54.183000
337,2021-07-18 15:10:54.433,10651,262,7,100,False,0,car,0 days 00:01:21.261000,0 days 02:09:54.423000
338,2021-07-18 15:10:54.673,10694,263,7,100,False,0,car,0 days 00:01:21.501000,0 days 02:09:54.663000
339,2021-07-18 15:10:54.913,10728,265,7,100,False,0,car,0 days 00:01:21.741000,0 days 02:09:54.903000
340,2021-07-18 15:10:55.153,10812,265,7,99,False,0,car,0 days 00:01:21.981000,0 days 02:09:55.143000
341,2021-07-18 15:10:55.393,10285,257,7,41,True,0,car,0 days 00:01:22.221000,0 days 02:09:55.383000
342,2021-07-18 15:10:55.633,9622,230,7,0,True,0,car,0 days 00:01:22.461000,0 days 02:09:55.623000
343,2021-07-18 15:10:55.873,8250,205,7,0,True,0,car,0 days 00:01:22.701000,0 days 02:09:55.863000
344,2021-07-18 15:10:56.113,8362,185,7,0,True,0,car,0 days 00:01:22.941000,0 days 02:09:56.103000
345,2021-07-18 15:10:56.353,8690,158,7,0,True,0,car,0 days 00:01:23.181000,0 days 02:09:56.343000
346,2021-07-18 15:10:56.593,9072,146,6,0,True,0,car,0 days 00:01:23.421000,0 days 02:09:56.583000
347,2021-07-18 15:10:56.833,8285,132,4,0,True,0,car,0 days 00:01:23.661000,0 days 02:09:56.823000
348,2021-07-18 15:10:57.073,8740,124,3,0,True,0,car,0 days 00:01:23.901000,0 days 02:09:57.063000
349,2021-07-18 15:10:57.313,7965,117,3,0,True,0,car,0 days 00:01:24.141000,0 days 02:09:57.303000
350,2021-07-18 15:10:57.553,7461,109,3,0,True,0,car,0 days 00:01:24.381000,0 days 02:09:57.543000
351,2021-07-18 15:10:57.793,7094,105,3,0,True,0,car,0 days 00:01:24.621000,0 days 02:09:57.783000
352,2021-07-18 15:10:58.033,6658,97,3,5,False,0,car,0 days 00:01:24.861000,0 days 02:09:58.023000
353,2021-07-18 15:10:58.273,7050,97,3,21,False,0,car,0 days 00:01:25.101000,0 days 02:09:58.263000
354,2021-07-18 15:10:58.513,7183,97,3,37,False,0,car,0 days 00:01:25.341000,0 days 02:09:58.503000
355,2021-07-18 15:10:58.753,7409,102,3,43,False,0,car,0 days 00:01:25.581000,0 days 02:09:58.743000
356,2021-07-18 15:10:58.993,8011,107,3,61,False,0,car,0 days 00:01:25.821000,0 days 02:09:58.983000
357,2021-07-18 15:10:59.233,8571,119,3,69,False,0,car,0 days 00:01:26.061000,0 days 02:09:59.223000
358,2021-07-18 15:10:59.473,7758,124,3,29,False,0,car,0 days 00:01:26.301000,0 days 02:09:59.463000
359,2021-07-18 15:10:59.674,7499,121,4,2,False,0,car,0 days 00:01:26.502000,0 days 02:09:59.664000
360,2021-07-18 15:10:59.914,7466,118,4,9,False,0,car,0 days 00:01:26.742000,0 days 02:09:59.904000
361,2021-07-18 15:11:00.194,7420,117,4,27,False,0,car,0 days 00:01:27.022000,0 days 02:10:00.184000
362,2021-07-18 15:11:00.433,7536,120,4,45,False,0,car,0 days 00:01:27.261000,0 days 02:10:00.423000
363,2021-07-18 15:11:00.673,7997,123,4,51,False,0,car,0 days 00:01:27.501000,0 days 02:10:00.663000
364,2021-07-18 15:11:00.913,8332,126,4,57,False,0,car,0 days 00:01:27.741000,0 days 02:10:00.903000
365,2021-07-18 15:11:01.153,8711,130,4,64,False,0,car,0 days 00:01:27.981000,0 days 02:10:01.143000
366,2021-07-18 15:11:01.393,9037,138,4,68,False,0,car,0 days 00:01:28.221000,0 days 02:10:01.383000
367,2021-07-18 15:11:01.633,9189,147,4,75,False,0,car,0 days 00:01:28.461000,0 days 02:10:01.623000
368,2021-07-18 15:11:01.873,9917,153,4,81,False,0,car,0 days 00:01:28.701000,0 days 02:10:01.863000
369,2021-07-18 15:11:02.113,10251,160,4,84,False,0,car,0 days 00:01:28.941000,0 days 02:10:02.103000
370,2021-07-18 15:11:02.353,10782,171,4,88,False,0,car,0 days 00:01:29.181000,0 days 02:10:02.343000
371,2021-07-18 15:11:02.593,11143,177,4,93,False,0,car,0 days 00:01:29.421000,0 days 02:10:02.583000
372,2021-07-18 15:11:02.833,11832,188,4,94,False,0,car,0 days 00:01:29.661000,0 days 02:10:02.823000
373,2021-07-18 15:11:03.073,11957,195,4,100,False,0,car,0 days 00:01:29.901000,0 days 02:10:03.063000
374,2021-07-18 15:11:03.313,11216,201,5,100,False,0,car,0 days 00:01:30.141000,0 days 02:10:03.303000
375,2021-07-18 15:11:03.593,11593,210,5,100,False,0,car,0 days 00:01:30.421000,0 days 02:10:03.583000
376,2021-07-18 15:11:03.833,11793,218,5,100,False,0,car,0 days 00:01:30.661000,0 days 02:10:03.823000
377,2021-07-18 15:11:04.073,12304,221,5,100,False,0,car,0 days 00:01:30.901000,0 days 02:10:04.063000
378,2021-07-18 15:11:04.313,11744,227,5,100,False,0,car,0 days 00:01:31.141000,0 days 02:10:04.303000
379,2021-07-18 15:11:04.553,11113,233,6,100,False,0,car,0 days 00:01:31.381000,0 days 02:10:04.543000
380,2021-07-18 15:11:04.793,11280,235,6,100,False,0,car,0 days 00:01:31.621000,0 days 02:10:04.783000
381,2021-07-18 15:11:05.033,11443,244,6,100,False,0,car,0 days 00:01:31.861000,0 days 02:10:05.023000
382,2021-07-18 15:11:05.273,11698,248,6,100,False,0,car,0 days 00:01:32.101000,0 days 02:10:05.263000
383,2021-07-18 15:11:05.513,11892,252,6,100,False,0,car,0 days 00:01:32.341000,0 days 02:10:05.503000
384,2021-07-18 15:11:05.753,11860,258,6,100,False,0,car,0 days 00:01:32.581000,0 days 02:10:05.743000
