,Date,Status,X,Y,Z,Source,Time,SessionTime
283,2021-07-18 15:10:35.404,OnTrack,7746,4556,2051,pos,0 days 00:01:02.232000,0 days 02:09:35.394000
284,2021-07-18 15:10:35.623,OnTrack,7777,4442,2049,pos,0 days 00:01:02.451000,0 days 02:09:35.613000
285,2021-07-18 15:10:35.824,OnTrack,7791,4337,2048,pos,0 days 00:01:02.652000,0 days 02:09:35.814000
286,2021-07-18 15:10:36.044,OnTrack,7788,4222,2046,pos,0 days 00:01:02.872000,0 days 02:09:36.034000
287,2021-07-18 15:10:36.264,OnTrack,7769,4108,2044,pos,0 days 00:01:03.092000,0 days 02:09:36.254000
288,2021-07-18 15:10:36.484,OnTrack,7736,3995,2042,pos,0 days 00:01:03.312000,0 days 02:09:36.474000
289,2021-07-18 15:10:36.704,OnTrack,7691,3886,2040,pos,0 days 00:01:03.532000,0 days 02:09:36.694000
290,2021-07-18 15:10:36.924,OnTrack,7633,3779,2040,pos,0 days 00:01:03.752000,0 days 02:09:36.914000
291,2021-07-18 15:10:37.144,OnTrack,7565,3678,2038,pos,0 days 00:01:03.972000,0 days 02:09:37.134000
292,2021-07-18 15:10:37.364,OnTrack,7484,3586,2037,pos,0 days 00:01:04.192000,0 days 02:09:37.354000
293,2021-07-18 15:10:37.584,OnTrack,7389,3503,2036,pos,0 days 00:01:04.412000,0 days 02:09:37.574000
294,2021-07-18 15:10:37.804,OnTrack,7277,3431,2034,pos,0 days 00:01:04.632000,0 days 02:09:37.794000
295,2021-07-18 15:10:38.024,OnTrack,7156,3366,2032,pos,0 days 00:01:04.852000,0 days 02:09:38.014000
296,2021-07-18 15:10:38.244,OnTrack,7033,3304,2031,pos,0 days 00:01:05.072000,0 days 02:09:38.234000
297,2021-07-18 15:10:38.464,OnTrack,6915,3236,2030,pos,0 days 00:01:05.292000,0 days 02:09:38.454000
298,2021-07-18 15:10:38.684,OnTrack,6804,3154,2028,pos,0 days 00:01:05.512000,0 days 02:09:38.674000
299,2021-07-18 15:10:38.904,OnTrack,6697,3052,2028,pos,0 days 00:01:05.732000,0 days 02:09:38.894000
300,2021-07-18 15:10:39.124,OnTrack,6593,2940,2028,pos,0 days 00:01:05.952000,0 days 02:09:39.114000
301,2021-07-18 15:10:39.344,OnTrack,6492,2825,2027,pos,0 days 00:01:06.172000,0 days 02:09:39.334000
302,2021-07-18 15:10:39.564,OnTrack,6392,2695,2028,pos,0 days 00:01:06.392000,0 days 02:09:39.554000
303,2021-07-18 15:10:39.784,OnTrack,6299,2562,2026,pos,0 days 00:01:06.612000,0 days 02:09:39.774000
304,2021-07-18 15:10:40.004,OnTrack,6217,2425,2026,pos,0 days 00:01:06.832000,0 days 02:09:39.994000
305,2021-07-18 15:10:40.224,OnTrack,6140,2283,2026,pos,0 days 00:01:07.052000,0 days 02:09:40.214000
306,2021-07-18 15:10:40.444,OnTrack,6065,2137,2025,pos,0 days 00:01:07.272000,0 days 02:09:40.434000
307,2021-07-18 15:10:40.664,OnTrack,5992,1990,2025,pos,0 days 00:01:07.492000,0 days 02:09:40.654000
308,2021-07-18 15:10:40.884,OnTrack,5919,1840,2024,pos,0 days 00:01:07.712000,0 days 02:09:40.874000
309,2021-07-18 15:10:41.104,OnTrack,5845,1689,2024,pos,0 days 00:01:07.932000,0 days 02:09:41.094000
310,2021-07-18 15:10:41.324,OnTrack,5772,1536,2023,pos,0 days 00:01:08.152000,0 days 02:09:41.314000
311,2021-07-18 15:10:41.544,OnTrack,5698,1381,2022,pos,0 days 00:01:08.372000,0 days 02:09:41.534000
312,2021-07-18 15:10:41.764,OnTrack,5623,1225,2021,pos,0 days 00:01:08.592000,0 days 02:09:41.754000
313,2021-07-18 15:10:41.984,OnTrack,5547,1066,2020,pos,0 days 00:01:08.812000,0 days 02:09:41.974000
314,2021-07-18 15:10:42.203,OnTrack,5467,898,2019,pos,0 days 00:01:09.031000,0 days 02:09:42.193000
315,2021-07-18 15:10:42.404,OnTrack,5398,753,2018,pos,0 days 00:01:09.232000,0 days 02:09:42.394000
316,2021-07-18 15:10:42.624,OnTrack,5321,593,2016,pos,0 days 00:01:09.452000,0 days 02:09:42.614000
317,2021-07-18 15:10:42.844,OnTrack,5242,432,2016,pos,0 days 00:01:09.672000,0 days 02:09:42.834000
318,2021-07-18 15:10:43.064,OnTrack,5164,270,2014,pos,0 days 00:01:09.892000,0 days 02:09:43.054000
319,2021-07-18 15:10:43.284,OnTrack,5085,107,2013,pos,0 days 00:01:10.112000,0 days 02:09:43.274000
320,2021-07-18 15:10:43.504,OnTrack,5006,-56,2012,pos,0 days 00:01:10.332000,0 days 02:09:43.494000
321,2021-07-18 15:10:43.724,OnTrack,4927,-220,2011,pos,0 days 00:01:10.552000,0 days 02:09:43.714000
322,2021-07-18 15:10:43.944,OnTrack,4847,-386,2009,pos,0 days 00:01:10.772000,0 days 02:09:43.934000
323,2021-07-18 15:10:44.164,OnTrack,4768,-552,2009,pos,0 days 00:01:10.992000,0 days 02:09:44.154000
324,2021-07-18 15:10:44.384,OnTrack,4688,-719,2008,pos,0 days 00:01:11.212000,0 days 02:09:44.374000
325,2021-07-18 15:10:44.604,OnTrack,4601,-896,2007,pos,0 days 00:01:11.432000,0 days 02:09:44.594000
326,2021-07-18 15:10:44.824,OnTrack,4520,-1063,2006,pos,0 days 00:01:11.652000,0 days 02:09:44.814000
327,2021-07-18 15:10:45.044,OnTrack,4439,-1230,2004,pos,0 days 00:01:11.872000,0 days 02:09:45.034000
328,2021-07-18 15:10:45.264,OnTrack,4358,-1397,2002,pos,0 days 00:01:12.092000,0 days 02:09:45.254000
329,2021-07-18 15:10:45.484,OnTrack,4276,-1564,2000,pos,0 days 00:01:12.312000,0 days 02:09:45.474000
330,2021-07-18 15:10:45.704,OnTrack,4193,-1730,1998,pos,0 days 00:01:12.532000,0 days 02:09:45.694000
331,2021-07-18 15:10:45.924,OnTrack,4110,-1895,1995,pos,0 days 00:01:12.752000,0 days 02:09:45.914000
332,2021-07-18 15:10:46.144,OnTrack,4026,-2060,1994,pos,0 days 00:01:12.972000,0 days 02:09:46.134000
333,2021-07-18 15:10:46.364,OnTrack,3941,-2224,1994,pos,0 days 00:01:13.192000,0 days 02:09:46.354000
334,2021-07-18 15:10:46.584,OnTrack,3864,-2376,1994,pos,0 days 00:01:13.412000,0 days 02:09:46.574000
335,2021-07-18 15:10:46.804,OnTrack,3775,-2547,1995,pos,0 days 00:01:13.632000,0 days 02:09:46.794000
336,2021-07-18 15:10:47.024,OnTrack,3686,-2714,1996,pos,0 days 00:01:13.852000,0 days 02:09:47.014000
337,2021-07-18 15:10:47.244,OnTrack,3599,-2875,1998,pos,0 days 00:01:14.072000,0 days 02:09:47.234000
338,2021-07-18 15:10:47.464,OnTrack,3510,-3034,2001,pos,0 days 00:01:14.292000,0 days 02:09:47.454000
339,2021-07-18 15:10:47.684,OnTrack,3418,-3191,2005,pos,0 days 00:01:14.512000,0 days 02:09:47.674000
340,2021-07-18 15:10:47.904,OnTrack,3324,-3346,2008,pos,0 days 00:01:14.732000,0 days 02:09:47.894000
341,2021-07-18 15:10:48.124,OnTrack,3226,-3495,2011,pos,0 days 00:01:14.952000,0 days 02:09:48.114000
342,2021-07-18 15:10:48.344,OnTrack,3123,-3630,2015,pos,0 days 00:01:15.172000,0 days 02:09:48.334000
343,2021-07-18 15:10:48.564,OnTrack,3017,-3751,2017,pos,0 days 00:01:15.392000,0 days 02:09:48.554000
344,2021-07-18 15:10:48.783,OnTrack,2909,-3855,2020,pos,0 days 00:01:15.611000,0 days 02:09:48.773000
345,2021-07-18 15:10:48.984,OnTrack,2804,-3934,2022,pos,0 days 00:01:15.812000,0 days 02:09:48.974000
346,2021-07-18 15:10:49.204,OnTrack,2684,-4004,2025,pos,0 days 00:01:16.032000,0 days 02:09:49.194000
347,2021-07-18 15:10:49.424,OnTrack,2561,-4058,2026,pos,0 days 00:01:16.252000,0 days 02:09:49.414000
348,2021-07-18 15:10:49.644,OnTrack,2453,-4092,2028,pos,0 days 00:01:16.472000,0 days 02:09:49.634000
349,2021-07-18 15:10:49.864,OnTrack,2332,-4114,2030,pos,0 days 00:01:16.692000,0 days 02:09:49.854000
350,2021-07-18 15:10:50.084,OnTrack,2211,-4118,2031,pos,0 days 00:01:16.912000,0 days 02:09:50.074000
351,2021-07-18 15:10:50.304,OnTrack,2091,-4105,2032,pos,0 days 00:01:17.132000,0 days 02:09:50.294000
352,2021-07-18 15:10:50.524,OnTrack,1975,-4078,2033,pos,0 days 00:01:17.352000,0 days 02:09:50.514000
353,2021-07-18 15:10:50.744,OnTrack,1862,-4036,2033,pos,0 days 00:01:17.572000,0 days 02:09:50.734000
354,2021-07-18 15:10:50.964,OnTrack,1754,-3981,2033,pos,0 days 00:01:17.792000,0 days 02:09:50.954000
355,2021-07-18 15:10:51.184,OnTrack,1651,-3912,2032,pos,0 days 00:01:18.012000,0 days 02:09:51.174000
356,2021-07-18 15:10:51.404,OnTrack,1554,-3829,2031,pos,0 days 00:01:18.232000,0 days 02:09:51.394000
357,2021-07-18 15:10:51.624,OnTrack,1462,-3736,2030,pos,0 days 00:01:18.452000,0 days 02:09:51.614000
358,2021-07-18 15:10:51.844,OnTrack,1378,-3632,2029,pos,0 days 00:01:18.672000,0 days 02:09:51.834000
359,2021-07-18 15:10:52.064,OnTrack,1303,-3520,2027,pos,0 days 00:01:18.892000,0 days 02:09:52.054000
360,2021-07-18 15:10:52.284,OnTrack,1233,-3399,2024,pos,0 days 00:01:19.112000,0 days 02:09:52.274000
361,2021-07-18 15:10:52.504,OnTrack,1166,-3273,2020,pos,0 days 00:01:19.332000,0 days 02:09:52.494000
362,2021-07-18 15:10:52.724,OnTrack,1099,-3145,2016,pos,0 days 00:01:19.552000,0 days 02:09:52.714000
363,2021-07-18 15:10:52.944,OnTrack,1028,-3016,2011,pos,0 days 00:01:19.772000,0 days 02:09:52.934000
364,2021-07-18 15:10:53.164,OnTrack,950,-2888,2005,pos,0 days 00:01:19.992000,0 days 02:09:53.154000
365,2021-07-18 15:10:53.384,OnTrack,865,-2761,1998,pos,0 days 00:01:20.212000,0 days 02:09:53.374000
366,2021-07-18 15:10:53.604,OnTrack,774,-2634,1993,pos,0 days 00:01:20.432000,0 days 02:09:53.594000
367,2021-07-18 15:10:53.824,OnTrack,679,-2508,1988,pos,0 days 00:01:20.652000,0 days 02:09:53.814000
368,2021-07-18 15:10:54.044,OnTrack,584,-2382,1986,pos,0 days 00:01:20.872000,0 days 02:09:54.034000
369,2021-07-18 15:10:54.264,OnTrack,490,-2255,1984,pos,0 days 00:01:21.092000,0 days 02:09:54.254000
370,2021-07-18 15:10:54.484,OnTrack,396,-2127,1985,pos,0 days 00:01:21.312000,0 days 02:09:54.474000
371,2021-07-18 15:10:54.704,OnTrack,298,-1999,1985,pos,0 days 00:01:21.532000,0 days 02:09:54.694000
372,2021-07-18 15:10:54.924,OnTrack,199,-1872,1986,pos,0 days 00:01:21.752000,0 days 02:09:54.914000
373,2021-07-18 15:10:55.144,OnTrack,96,-1748,1986,pos,0 days 00:01:21.972000,0 days 02:09:55.134000
374,2021-07-18 15:10:55.364,OnTrack,-10,-1626,1986,pos,0 days 00:01:22.192000,0 days 02:09:55.354000
375,2021-07-18 15:10:55.564,OnTrack,-135,-1487,1985,pos,0 days 00:01:22.392000,0 days 02:09:55.554000
376,2021-07-18 15:10:55.784,OnTrack,-233,-1376,1983,pos,0 days 00:01:22.612000,0 days 02:09:55.774000
377,2021-07-18 15:10:56.004,OnTrack,-316,-1283,1981,pos,0 days 00:01:22.832000,0 days 02:09:55.994000
378,2021-07-18 15:10:56.224,OnTrack,-390,-1200,1980,pos,0 days 00:01:23.052000,0 days 02:09:56.214000
379,2021-07-18 15:10:56.444,OnTrack,-457,-1128,1978,pos,0 days 00:01:23.272000,0 days 02:09:56.434000
380,2021-07-18 15:10:56.664,OnTrack,-520,-1067,1977,pos,0 days 00:01:23.492000,0 days 02:09:56.654000
381,2021-07-18 15:10:56.884,OnTrack,-581,-1017,1976,pos,0 days 00:01:23.712000,0 days 02:09:56.874000
382,2021-07-18 15:10:57.104,OnTrack,-643,-976,1976,pos,0 days 00:01:23.932000,0 days 02:09:57.094000
383,2021-07-18 15:10:57.324,OnTrack,-707,-945,1975,pos,0 days 00:01:24.152000,0 days 02:09:57.314000
384,2021-07-18 15:10:57.544,OnTrack,-769,-924,1976,pos,0 days 00:01:24.372000,0 days 02:09:57.534000
385,2021-07-18 15:10:57.764,OnTrack,-829,-912,1976,pos,0 days 00:01:24.592000,0 days 02:09:57.754000
386,2021-07-18 15:10:57.984,OnTrack,-896,-909,1976,pos,0 days 00:01:24.812000,0 days 02:09:57.974000
387,2021-07-18 15:10:58.204,OnTrack,-958,-911,1977,pos,0 days 00:01:25.032000,0 days 02:09:58.194000
388,2021-07-18 15:10:58.424,OnTrack,-1014,-919,1978,pos,0 days 00:01:25.252000,0 days 02:09:58.414000
389,2021-07-18 15:10:58.644,OnTrack,-1068,-937,1978,pos,0 days 00:01:25.472000,0 days 02:09:58.634000
390,2021-07-18 15:10:58.864,OnTrack,-1123,-965,1979,pos,0 days 00:01:25.692000,0 days 02:09:58.854000
391,2021-07-18 15:10:59.084,OnTrack,-1179,-1004,1979,pos,0 days 00:01:25.912000,0 days 02:09:59.074000
392,2021-07-18 15:10:59.304,OnTrack,-1238,-1050,1980,pos,0 days 00:01:26.132000,0 days 02:09:59.294000
393,2021-07-18 15:10:59.524,OnTrack,-1301,-1097,1981,pos,0 days 00:01:26.352000,0 days 02:09:59.514000
394,2021-07-18 15:10:59.744,OnTrack,-1365,-1130,1981,pos,0 days 00:01:26.572000,0 days 02:09:59.734000
395,2021-07-18 15:10:59.964,OnTrack,-1433,-1148,1981,pos,0 days 00:01:26.792000,0 days 02:09:59.954000
396,2021-07-18 15:11:00.184,OnTrack,-1501,-1157,1981,pos,0 days 00:01:27.012000,0 days 02:10:00.174000
397,2021-07-18 15:11:00.404,OnTrack,-1572,-1148,1980,pos,0 days 00:01:27.232000,0 days 02:10:00.394000
398,2021-07-18 15:11:00.624,OnTrack,-1648,-1130,1979,pos,0 days 00:01:27.452000,0 days 02:10:00.614000
399,2021-07-18 15:11:00.844,OnTrack,-1720,-1105,1978,pos,0 days 00:01:27.672000,0 days 02:10:00.834000
400,2021-07-18 15:11:01.064,OnTrack,-1792,-1073,1978,pos,0 days 00:01:27.892000,0 days 02:10:01.054000
401,2021-07-18 15:11:01.284,OnTrack,-1860,-1031,1977,pos,0 days 00:01:28.112000,0 days 02:10:01.274000
402,2021-07-18 15:11:01.504,OnTrack,-1924,-977,1976,pos,0 days 00:01:28.332000,0 days 02:10:01.494000
403,2021-07-18 15:11:01.724,OnTrack,-1982,-910,1976,pos,0 days 00:01:28.552000,0 days 02:10:01.714000
404,2021-07-18 15:11:01.944,OnTrack,-2040,-834,1975,pos,0 days 00:01:28.772000,0 days 02:10:01.934000
405,2021-07-18 15:11:02.144,OnTrack,-2093,-763,1975,pos,0 days 00:01:28.972000,0 days 02:10:02.134000
406,2021-07-18 15:11:02.364,OnTrack,-2149,-680,1974,pos,0 days 00:01:29.192000,0 days 02:10:02.354000
407,2021-07-18 15:11:02.584,OnTrack,-2198,-586,1974,pos,0 days 00:01:29.412000,0 days 02:10:02.574000
408,2021-07-18 15:11:02.804,OnTrack,-2239,-483,1973,pos,0 days 00:01:29.632000,0 days 02:10:02.794000
409,2021-07-18 15:11:03.024,OnTrack,-2272,-373,1972,pos,0 days 00:01:29.852000,0 days 02:10:03.014000
410,2021-07-18 15:11:03.244,OnTrack,-2297,-255,1970,pos,0 days 00:01:30.072000,0 days 02:10:03.234000
411,2021-07-18 15:11:03.464,OnTrack,-2311,-131,1969,pos,0 days 00:01:30.292000,0 days 02:10:03.454000
412,2021-07-18 15:11:03.684,OnTrack,-2316,-3,1967,pos,0 days 00:01:30.512000,0 days 02:10:03.674000
413,2021-07-18 15:11:03.904,OnTrack,-2308,127,1966,pos,0 days 00:01:30.732000,0 days 02:10:03.894000
414,2021-07-18 15:11:04.124,OnTrack,-2287,261,1965,pos,0 days 00:01:30.952000,0 days 02:10:04.114000
415,2021-07-18 15:11:04.344,OnTrack,-2254,395,1963,pos,0 days 00:01:31.172000,0 days 02:10:04.334000
416,2021-07-18 15:11:04.564,OnTrack,-2205,526,1963,pos,0 days 00:01:31.392000,0 days 02:10:04.554000
417,2021-07-18 15:11:04.784,OnTrack,-2139,656,1962,pos,0 days 00:01:31.612000,0 days 02:10:04.774000
418,2021-07-18 15:11:05.004,OnTrack,-2063,784,1962,pos,0 days 00:01:31.832000,0 days 02:10:04.994000
419,2021-07-18 15:11:05.224,OnTrack,-1968,920,1962,pos,0 days 00:01:32.052000,0 days 02:10:05.214000
420,2021-07-18 15:11:05.444,OnTrack,-1876,1045,1963,pos,0 days 00:01:32.272000,0 days 02:10:05.434000
421,2021-07-18 15:11:05.664,OnTrack,-1779,1177,1963,pos,0 days 00:01:32.492000,0 days 02:10:05.654000
