LapNumber,Driver,LapTime,Stint,TotalLaps,Compound,New,TyresNotChanged,Time,LapFlags,LapCountTime,StartLaps,Outlap
,31,,1,9.0,,False,False,0 days 01:58:03.538000,,,,
11.0,7,0 days 00:01:34.554000,1,,,False,False,0 days 01:58:04.753000,,,,
11.0,99,0 days 00:01:34.635000,1,,,False,False,0 days 01:58:08.015000,,,,
,7,,1,9.0,,False,False,0 days 01:58:08.540000,,,,
,10,,1,11.0,,False,False,0 days 01:58:08.540000,,,,
,11,,1,11.0,,False,False,0 days 01:58:08.540000,,,,
,99,,1,9.0,,False,False,0 days 01:58:08.540000,,,,
11.0,63,,1,,,False,False,0 days 01:58:09.539000,,,,
11.0,22,,1,,,False,False,0 days 01:58:10.416000,,,,
11.0,6,0 days 00:01:34.706000,1,,,False,False,0 days 01:58:11.830000,,,,
,6,,1,9.0,,False,False,0 days 01:58:13.549000,,,,
,22,,1,11.0,,False,False,0 days 01:58:13.549000,,,,
,63,,1,9.0,,False,False,0 days 01:58:13.549000,,,,
,5,,1,14.0,,False,False,0 days 01:58:18.551000,,,,
11.0,47,,1,,,False,False,0 days 01:58:21.358000,,,,
,47,,1,10.0,,False,False,0 days 01:58:23.550000,,,,
11.0,9,0 days 00:01:36.265000,1,,,False,False,0 days 01:58:23.683000,,,,
,9,,1,12.0,,False,False,0 days 01:58:28.547000,,,,
,16,,1,10.0,,False,False,0 days 01:59:18.564000,,,,
,44,,1,10.0,,False,False,0 days 01:59:18.564000,,,,
,4,,1,12.0,,False,False,0 days 01:59:23.557000,,,,
,77,,1,10.0,,False,False,0 days 01:59:23.557000,,,,
,3,,1,12.0,,False,False,0 days 01:59:28.581000,,,,
,55,,1,10.0,,False,False,0 days 01:59:28.581000,,,,
12.0,18,,1,,,False,False,0 days 01:59:35.609000,,,,
,14,,1,11.0,,False,False,0 days 01:59:38.568000,,,,
,18,,1,12.0,,False,False,0 days 01:59:38.568000,,,,
,31,,1,10.0,,False,False,0 days 01:59:38.568000,,,,
12.0,7,,1,,,False,False,0 days 01:59:39.562000,,,,
12.0,99,,1,,,False,False,0 days 01:59:42.914000,,,,
,7,,1,10.0,,False,False,0 days 01:59:43.561000,,,,
,10,,1,12.0,,False,False,0 days 01:59:43.561000,,,,
,11,,1,12.0,,False,False,0 days 01:59:43.561000,,,,
,99,,1,10.0,,False,False,0 days 01:59:43.561000,,,,
12.0,22,0 days 00:01:34.687000,1,,,False,False,0 days 01:59:45.089000,,,,
,6,,1,10.0,,False,False,0 days 01:59:48.571000,,,,
,22,,1,12.0,,False,False,0 days 01:59:48.571000,,,,
,63,,1,10.0,,False,False,0 days 01:59:48.571000,,,,
,5,,1,15.0,,False,False,0 days 01:59:53.557000,,,,
,47,,1,11.0,,False,False,0 days 01:59:58.587000,,,,
12.0,9,,1,,,False,False,0 days 02:00:00.400000,,,,
,9,,1,13.0,,False,False,0 days 02:00:03.572000,,,,
,16,,1,11.0,,False,False,0 days 02:00:53.568000,,,,
,44,,1,11.0,,False,False,0 days 02:00:53.568000,,,,
,4,,1,13.0,,False,False,0 days 02:00:58.594000,,,,
,77,,1,11.0,,False,False,0 days 02:00:58.594000,,,,
,3,,1,13.0,,False,False,0 days 02:01:03.564000,,,,
,55,,1,11.0,,False,False,0 days 02:01:03.564000,,,,
13.0,14,0 days 00:01:33.869000,1,,,False,False,0 days 02:01:08.617000,,,,
13.0,18,0 days 00:01:34.227000,1,,,False,False,0 days 02:01:09.833000,,,,
,14,,1,12.0,,False,False,0 days 02:01:13.562000,,,,
,18,,1,13.0,,False,False,0 days 02:01:13.562000,,,,
,31,,1,11.0,,False,False,0 days 02:01:13.562000,,,,
,7,,1,11.0,,False,False,0 days 02:01:18.559000,,,,
,10,,1,13.0,,False,False,0 days 02:01:18.559000,,,,
,11,,1,13.0,,False,False,0 days 02:01:18.559000,,,,
,99,,1,11.0,,False,False,0 days 02:01:18.559000,,,,
13.0,22,,1,,,False,False,0 days 02:01:20.398000,,,,
,5,,1,16.0,,False,False,0 days 02:01:23.561000,,,,
,6,,1,11.0,,False,False,0 days 02:01:23.561000,,,,
,22,,1,13.0,,False,False,0 days 02:01:23.561000,,,,
,63,,1,11.0,,False,False,0 days 02:01:23.561000,,,,
,9,,1,14.0,,False,False,0 days 02:01:38.569000,,,,
,47,,1,12.0,,False,False,0 days 02:01:38.569000,,,,
14.0,16,0 days 00:01:32.744000,1,,,False,False,0 days 02:02:21.381000,,,,
,16,,1,12.0,,False,False,0 days 02:02:23.586000,,,,
,44,,1,12.0,,False,False,0 days 02:02:23.586000,,,,
,4,,1,14.0,,False,False,0 days 02:02:28.573000,,,,
,77,,1,12.0,,False,False,0 days 02:02:33.578000,,,,
,3,,1,14.0,,False,False,0 days 02:02:38.576000,,,,
,55,,1,12.0,,False,False,0 days 02:02:38.576000,,,,
14.0,14,0 days 00:01:33.677000,1,,,False,False,0 days 02:02:42.312000,,,,
,14,,1,13.0,,False,False,0 days 02:02:43.585000,,,,
14.0,18,0 days 00:01:34.191000,1,,,False,False,0 days 02:02:44.027000,,,,
14.0,31,0 days 00:01:34.389000,1,,,False,False,0 days 02:02:46.940000,,,,
,18,,1,14.0,,False,False,0 days 02:02:48.570000,,,,
,31,,1,12.0,,False,False,0 days 02:02:48.570000,,,,
,7,,1,12.0,,False,False,0 days 02:02:53.586000,,,,
,10,,1,14.0,,False,False,0 days 02:02:53.586000,,,,
,11,,1,14.0,,False,False,0 days 02:02:53.586000,,,,
,99,,1,12.0,,False,False,0 days 02:02:53.586000,,,,
14.0,63,0 days 00:01:34.693000,1,,,False,False,0 days 02:02:54.345000,,,,
14.0,22,0 days 00:01:34.639000,1,,,False,False,0 days 02:02:55.029000,,,,
14.0,5,0 days 00:01:34.351000,1,,,False,False,0 days 02:02:57.546000,,,,
,5,,1,17.0,,False,False,0 days 02:02:58.585000,,,,
,6,,1,12.0,,False,False,0 days 02:02:58.585000,,,,
,22,,1,14.0,,False,False,0 days 02:02:58.585000,,,,
,63,,1,12.0,,False,False,0 days 02:02:58.585000,,,,
14.0,47,0 days 00:01:36.074000,1,,,False,False,0 days 02:03:10.507000,,,,
,9,,1,15.0,,False,False,0 days 02:03:13.583000,,,,
,47,,1,13.0,,False,False,0 days 02:03:13.583000,,,,
15.0,44,0 days 00:01:32.713000,1,,,False,False,0 days 02:03:55.850000,,,,
,16,,1,13.0,,False,False,0 days 02:03:58.579000,,,,
,44,,1,13.0,,False,False,0 days 02:03:58.579000,,,,
15.0,4,0 days 00:01:32.827000,1,,,False,False,0 days 02:04:00.122000,,,,
,44,,1,,,False,False,0 days 02:04:02.028000,1.0,,,
15.0,77,0 days 00:01:32.694000,1,,,False,False,0 days 02:04:02.028000,3.0,,,
,4,,1,15.0,,False,False,0 days 02:04:03.583000,,,,
,77,,1,13.0,,False,False,0 days 02:04:03.583000,,,,
15.0,55,0 days 00:01:33.598000,1,,,False,False,0 days 02:04:10.087000,,,,
,3,,1,15.0,,False,False,0 days 02:04:13.574000,,,,
,55,,1,13.0,,False,False,0 days 02:04:13.574000,,,,
15.0,14,0 days 00:01:33.553000,1,,,False,False,0 days 02:04:15.846000,,,,
15.0,18,0 days 00:01:33.936000,1,,,False,False,0 days 02:04:17.969000,,,,
,14,,1,14.0,,False,False,0 days 02:04:18.570000,,,,
,18,,1,15.0,,False,False,0 days 02:04:18.570000,,,,
15.0,31,0 days 00:01:34.090000,1,,,False,False,0 days 02:04:21.007000,,,,
15.0,7,0 days 00:01:34.264000,1,,,False,False,0 days 02:04:23.329000,,,,
,7,,1,13.0,,False,False,0 days 02:04:23.579000,,,,
,31,,1,13.0,,False,False,0 days 02:04:23.579000,,,,
15.0,10,0 days 00:01:34.227000,1,,,False,False,0 days 02:04:24.012000,,,,
15.0,99,0 days 00:01:34.571000,1,,,False,False,0 days 02:04:28.520000,,,,
,10,,1,15.0,,False,False,0 days 02:04:28.582000,,,,
,11,,1,15.0,,False,False,0 days 02:04:28.582000,,,,
,63,,1,13.0,,False,False,0 days 02:04:28.582000,,,,
,99,,1,13.0,,False,False,0 days 02:04:28.582000,,,,
15.0,63,0 days 00:01:34.282000,1,,,False,False,0 days 02:04:28.626000,,,,
15.0,22,0 days 00:01:34.299000,1,,,False,False,0 days 02:04:29.333000,,,,
15.0,6,0 days 00:01:34.273000,1,,,False,False,0 days 02:04:31.001000,,,,
15.0,5,,1,,,False,False,0 days 02:04:32.165000,,,,
,5,,1,18.0,,False,False,0 days 02:04:33.572000,,,,
,6,,1,13.0,,False,False,0 days 02:04:33.572000,,,,
,22,,1,15.0,,False,False,0 days 02:04:33.572000,,,,
15.0,47,0 days 00:01:35.820000,1,,,False,False,0 days 02:04:46.320000,,,,
,47,,1,14.0,,False,False,0 days 02:04:48.575000,,,,
15.0,9,0 days 00:01:36.104000,1,,,False,False,0 days 02:04:49.278000,,,,
,9,,1,16.0,,False,False,0 days 02:04:53.579000,,,,
16.0,16,0 days 00:01:32.623000,1,,,False,False,0 days 02:05:27.310000,3.0,,,
,77,,1,,,False,False,0 days 02:05:27.310000,1.0,,,
,16,,1,,,False,False,0 days 02:05:28.376000,1.0,,,
16.0,44,0 days 00:01:32.473000,1,,,False,False,0 days 02:05:28.376000,3.0,,,
,16,,1,14.0,,False,False,0 days 02:05:28.589000,,,,
,44,,1,14.0,,False,False,0 days 02:05:28.589000,,,,
16.0,4,0 days 00:01:32.778000,1,,,False,False,0 days 02:05:32.891000,,,,
,4,,1,16.0,,False,False,0 days 02:05:33.577000,,,,
,44,,1,,,False,False,0 days 02:05:34.383000,1.0,,,
16.0,77,0 days 00:01:32.415000,1,,,False,False,0 days 02:05:34.383000,3.0,,,
,77,,1,14.0,,False,False,0 days 02:05:38.577000,,,,
16.0,3,0 days 00:01:33.497000,1,,,False,False,0 days 02:05:42.003000,,,,
,3,,1,16.0,,False,False,0 days 02:05:43.577000,,,,
16.0,55,,1,,,False,False,0 days 02:05:43.741000,,,,
,55,,1,14.0,,False,False,0 days 02:05:48.576000,,,,
16.0,14,0 days 00:01:33.434000,1,,,False,False,0 days 02:05:49.302000,,,,
16.0,18,0 days 00:01:33.779000,1,,,False,False,0 days 02:05:51.753000,,,,
,14,,1,15.0,,False,False,0 days 02:05:53.573000,,,,
,18,,1,16.0,,False,False,0 days 02:05:53.573000,,,,
16.0,31,,1,,,False,False,0 days 02:05:55.195000,,,,
16.0,7,,1,,,False,False,0 days 02:05:57.633000,,,,
16.0,10,,1,,,False,False,0 days 02:05:58.355000,,,,
,7,,1,14.0,,False,False,0 days 02:05:58.588000,,,,
,10,,1,16.0,,False,False,0 days 02:05:58.588000,,,,
,31,,1,14.0,,False,False,0 days 02:05:58.588000,,,,
16.0,99,0 days 00:01:34.554000,1,,,False,False,0 days 02:06:01.429000,,,,
16.0,63,,1,,,False,False,0 days 02:06:03.011000,,,,
,11,,1,16.0,,False,False,0 days 02:06:03.581000,,,,
,63,,1,14.0,,False,False,0 days 02:06:03.581000,,,,
,99,,1,14.0,,False,False,0 days 02:06:03.581000,,,,
16.0,22,,1,,,False,False,0 days 02:06:03.866000,,,,
16.0,6,,1,,,False,False,0 days 02:06:05.501000,,,,
,5,,1,19.0,,False,False,0 days 02:06:08.578000,,,,
,6,,1,14.0,,False,False,0 days 02:06:08.578000,,,,
,22,,1,16.0,,False,False,0 days 02:06:08.578000,,,,
16.0,47,0 days 00:01:35.631000,1,,,False,False,0 days 02:06:21.983000,,,,
,47,,1,15.0,,False,False,0 days 02:06:23.575000,,,,
16.0,9,,1,,,False,False,0 days 02:06:25.410000,,,,
,9,,1,17.0,,False,False,0 days 02:06:28.579000,,,,
17.0,16,0 days 00:01:32.475000,1,,,False,False,0 days 02:06:59.747000,,,,
17.0,44,0 days 00:01:32.291000,1,,,False,False,0 days 02:07:00.661000,3.0,,,
,77,,1,,,False,False,0 days 02:07:00.661000,1.0,,,
,16,,1,15.0,,False,False,0 days 02:07:03.584000,,,,
,44,,1,15.0,,False,False,0 days 02:07:03.584000,,,,
17.0,4,0 days 00:01:32.586000,1,,,False,False,0 days 02:07:05.530000,,,,
17.0,77,,1,,,False,False,0 days 02:07:06.839000,,,,
,4,,1,17.0,,False,False,0 days 02:07:08.585000,,,,
,77,,1,15.0,,False,False,0 days 02:07:08.585000,,,,
17.0,3,,1,,,False,False,0 days 02:07:15.623000,,,,
17.0,55,0 days 00:01:33.202000,1,,,False,False,0 days 02:07:16.918000,,,,
,3,,1,17.0,,False,False,0 days 02:07:18.580000,,,,
,55,,1,15.0,,False,False,0 days 02:07:18.580000,,,,
17.0,14,0 days 00:01:33.261000,1,,,False,False,0 days 02:07:22.547000,,,,
,14,,1,16.0,,False,False,0 days 02:07:23.585000,,,,
17.0,18,0 days 00:01:33.331000,1,,,False,False,0 days 02:07:25.082000,,,,
,18,,1,17.0,,False,False,0 days 02:07:28.580000,,,,
17.0,31,0 days 00:01:33.975000,1,,,False,False,0 days 02:07:29.177000,,,,
17.0,7,0 days 00:01:34.142000,1,,,False,False,0 days 02:07:31.722000,,,,
17.0,10,0 days 00:01:34.135000,1,,,False,False,0 days 02:07:32.449000,,,,
,7,,1,15.0,,False,False,0 days 02:07:33.580000,,,,
,10,,1,17.0,,False,False,0 days 02:07:33.580000,,,,
,11,,1,17.0,,False,False,0 days 02:07:33.580000,,,,
,31,,1,15.0,,False,False,0 days 02:07:33.580000,,,,
17.0,99,0 days 00:01:34.051000,1,,,False,False,0 days 02:07:35.498000,,,,
17.0,63,0 days 00:01:34.122000,1,,,False,False,0 days 02:07:37.178000,,,,
17.0,22,0 days 00:01:34.283000,1,,,False,False,0 days 02:07:38.151000,,,,
,22,,1,17.0,,False,False,0 days 02:07:38.581000,,,,
,63,,1,15.0,,False,False,0 days 02:07:38.581000,,,,
,99,,1,15.0,,False,False,0 days 02:07:38.581000,,,,
17.0,5,0 days 00:01:34.168000,1,,,False,False,0 days 02:07:40.994000,,,,
,5,,1,20.0,,False,False,0 days 02:07:43.582000,,,,
,6,,1,15.0,,False,False,0 days 02:07:43.582000,,,,
17.0,47,,1,,,False,False,0 days 02:07:57.835000,,,,
,47,,1,16.0,,False,False,0 days 02:07:58.591000,,,,
17.0,9,0 days 00:01:35.735000,1,,,False,False,0 days 02:08:01.132000,,,,
,9,,1,18.0,,False,False,0 days 02:08:03.586000,,,,
18.0,16,0 days 00:01:32.296000,1,,,False,False,0 days 02:08:32.062000,,,,
18.0,44,,1,,,False,False,0 days 02:08:33.177000,,,,
,16,,1,16.0,,False,False,0 days 02:08:33.598000,,,,
,44,,1,16.0,,False,False,0 days 02:08:33.598000,,,,
18.0,4,0 days 00:01:32.520000,1,,,False,False,0 days 02:08:38.013000,,,,
,4,,1,18.0,,False,False,0 days 02:08:38.585000,,,,
,77,,1,16.0,,False,False,0 days 02:08:43.587000,,,,
18.0,55,0 days 00:01:33.192000,1,,,False,False,0 days 02:08:50.114000,,,,
,3,,1,18.0,,False,False,0 days 02:08:53.593000,,,,
,55,,1,16.0,,False,False,0 days 02:08:53.593000,,,,
18.0,14,,1,,,False,False,0 days 02:08:55.955000,,,,
18.0,18,,1,,,False,False,0 days 02:08:58.533000,,,,
,14,,1,17.0,,False,False,0 days 02:08:58.595000,,,,
18.0,31,,1,,,False,False,0 days 02:09:03.186000,,,,
,18,,1,18.0,,False,False,0 days 02:09:03.588000,,,,
,31,,1,16.0,,False,False,0 days 02:09:03.588000,,,,
18.0,7,,1,,,False,False,0 days 02:09:05.476000,,,,
,7,0 days 00:01:33.762000,1,,,False,False,0 days 02:09:05.511000,,,,
18.0,11,0 days 00:01:33.404000,1,,,False,False,0 days 02:09:06.628000,,,,
18.0,10,,1,,,False,False,0 days 02:09:06.757000,,,,
,7,,1,16.0,,False,False,0 days 02:09:08.586000,,,,
,10,,1,18.0,,False,False,0 days 02:09:08.586000,,,,
,11,,1,18.0,,False,False,0 days 02:09:08.586000,,,,
18.0,99,,1,,,False,False,0 days 02:09:09.855000,,,,
18.0,63,0 days 00:01:32.972000,1,,,False,False,0 days 02:09:10.099000,,,,
18.0,22,0 days 00:01:34.152000,1,,,False,False,0 days 02:09:12.298000,,,,
,22,,1,18.0,,False,False,0 days 02:09:13.594000,,,,
,63,,1,16.0,,False,False,0 days 02:09:13.594000,,,,
,99,,1,16.0,,False,False,0 days 02:09:13.594000,,,,
18.0,5,,1,,,False,False,0 days 02:09:15.156000,,,,
,5,0 days 00:01:33.837000,1,,,False,False,0 days 02:09:15.171000,,,,
,5,,1,21.0,,False,False,0 days 02:09:18.585000,,,,
,6,,1,16.0,,False,False,0 days 02:09:18.585000,,,,
,7,,2,0.0,HARD,True,True,0 days 02:09:28.618000,0.0,,0.0,
,11,,2,0.0,MEDIUM,True,True,0 days 02:09:33.605000,0.0,,0.0,
,63,,2,0.0,HARD,True,True,0 days 02:09:33.605000,0.0,,0.0,
18.0,9,0 days 00:01:35.376000,1,,,False,False,0 days 02:09:36.511000,,,,
,5,,2,2.0,HARD,False,True,0 days 02:09:38.634000,0.0,,2.0,
,9,,1,19.0,,False,False,0 days 02:09:38.634000,,,,
,47,,1,17.0,,False,False,0 days 02:09:38.634000,,,,
19.0,16,0 days 00:01:31.985000,1,,,False,False,0 days 02:10:04.113000,3.0,,,
,44,,1,,,False,False,0 days 02:10:04.113000,1.0,,,
,16,,1,17.0,,False,False,0 days 02:10:08.611000,,,,
,44,,1,17.0,,False,False,0 days 02:10:08.611000,,,,
19.0,4,,1,,,False,False,0 days 02:10:10.578000,,,,
,4,,1,19.0,,False,False,0 days 02:10:13.626000,,,,
,77,,1,17.0,,False,False,0 days 02:10:13.626000,,,,
19.0,3,0 days 00:01:33.389000,1,,,False,False,0 days 02:10:22.619000,,,,
19.0,55,,1,,,False,False,0 days 02:10:23.453000,,,,
,3,,1,19.0,,False,False,0 days 02:10:23.627000,,,,
,55,,1,17.0,,False,False,0 days 02:10:23.627000,,,,
19.0,14,0 days 00:01:33.180000,1,,,False,False,0 days 02:10:29.123000,,,,
,14,,1,18.0,,False,False,0 days 02:10:33.622000,,,,
,18,,1,19.0,,False,False,0 days 02:10:33.622000,,,,
19.0,31,0 days 00:01:33.472000,1,,,False,False,0 days 02:10:36.670000,,,,
,31,,1,17.0,,False,False,0 days 02:10:38.629000,,,,
19.0,10,0 days 00:01:32.960000,1,,,False,False,0 days 02:10:39.701000,,,,
,10,,1,19.0,,False,False,0 days 02:10:43.608000,,,,
19.0,99,0 days 00:01:34.034000,1,,,False,False,0 days 02:10:43.904000,,,,
19.0,22,0 days 00:01:33.552000,1,,,False,False,0 days 02:10:45.920000,,,,
19.0,6,0 days 00:01:33.034000,1,,,False,False,0 days 02:10:47.366000,,,,
,6,,1,17.0,,False,False,0 days 02:10:48.648000,,,,
,22,,1,19.0,,False,False,0 days 02:10:48.648000,,,,
,99,,1,17.0,,False,False,0 days 02:10:48.648000,,,,
,7,,2,1.0,,False,False,0 days 02:10:58.646000,,,,
,11,,2,1.0,,False,False,0 days 02:11:03.634000,,,,
,31,,2,0.0,HARD,True,True,0 days 02:11:03.634000,0.0,,0.0,
,63,,2,1.0,,False,False,0 days 02:11:03.634000,,,,
,5,,2,3.0,,False,False,0 days 02:11:08.641000,,,,
19.0,9,,1,,,False,False,0 days 02:11:12.493000,,,,
,6,,2,0.0,HARD,True,True,0 days 02:11:13.633000,0.0,,0.0,
,9,,1,20.0,,False,False,0 days 02:11:13.633000,,,,
,47,,1,18.0,,False,False,0 days 02:11:13.633000,,,,
20.0,16,,1,,,False,False,0 days 02:11:36.196000,,,,
20.0,44,0 days 00:01:32.076000,1,,,False,False,0 days 02:11:37.860000,,,,
,16,,1,18.0,,False,False,0 days 02:11:38.633000,,,,
,44,,1,18.0,,False,False,0 days 02:11:38.633000,,,,
20.0,4,0 days 00:01:32.293000,1,,,False,False,0 days 02:11:42.900000,,,,
,4,,1,20.0,,False,False,0 days 02:11:43.624000,,,,
20.0,77,0 days 00:01:32.409000,1,,,False,False,0 days 02:11:44.459000,,,,
,77,,1,18.0,,False,False,0 days 02:11:48.654000,,,,
20.0,3,,1,,,False,False,0 days 02:11:54.758000,,,,
,3,0 days 00:01:32.164000,1,,,False,False,0 days 02:11:54.791000,,,,
20.0,55,0 days 00:01:32.730000,1,,,False,False,0 days 02:11:56.210000,,,,
,3,,1,20.0,,False,False,0 days 02:11:58.655000,,,,
,55,,1,18.0,,False,False,0 days 02:11:58.655000,,,,
20.0,14,0 days 00:01:33.097000,1,,,False,False,0 days 02:12:02.370000,,,,
,14,,1,19.0,,False,False,0 days 02:12:03.648000,,,,
,18,,1,20.0,,False,False,0 days 02:12:08.654000,,,,
20.0,10,0 days 00:01:32.932000,1,,,False,False,0 days 02:12:12.659000,,,,
,10,,1,20.0,,False,False,0 days 02:12:13.628000,,,,
20.0,99,0 days 00:01:33.478000,1,,,False,False,0 days 02:12:17.360000,,,,
,3,,2,0.0,HARD,True,True,0 days 02:12:18.682000,0.0,,0.0,
,99,,1,18.0,,False,False,0 days 02:12:18.682000,,,,
20.0,22,0 days 00:01:33.125000,1,,,False,False,0 days 02:12:18.998000,,,,
,22,,1,20.0,,False,False,0 days 02:12:23.629000,,,,
,7,,2,2.0,,False,False,0 days 02:12:33.649000,,,,
,11,,2,2.0,,False,False,0 days 02:12:33.649000,,,,
,31,,2,1.0,,False,False,0 days 02:12:33.649000,,,,
20.0,7,0 days 00:01:34.157000,2,,,False,False,0 days 02:12:33.822000,,,,
,11,,1,,,False,False,0 days 02:12:33.822000,0.0,,,
20.0,11,0 days 00:01:32.816000,2,,,False,False,0 days 02:12:33.822000,1.0,,,
,63,,2,2.0,,False,False,0 days 02:12:38.661000,,,,
,63,,1,,,False,False,0 days 02:12:39.022000,0.0,,,
20.0,63,0 days 00:01:33.230000,2,,,False,False,0 days 02:12:39.022000,1.0,,,
,5,,2,4.0,,False,False,0 days 02:12:43.666000,,,,
,6,,2,1.0,,False,False,0 days 02:12:43.666000,,,,
,5,,1,,,False,False,0 days 02:12:43.883000,0.0,,,
20.0,5,0 days 00:01:33.442000,2,,,False,False,0 days 02:12:43.883000,1.0,,,
20.0,47,0 days 00:01:35.630000,1,,,False,False,0 days 02:12:46.427000,,,,
,47,,1,19.0,,False,False,0 days 02:12:48.652000,,,,
,9,,1,21.0,,False,False,0 days 02:12:53.664000,,,,
21.0,16,0 days 00:01:31.974000,1,,,False,False,0 days 02:13:08.172000,,,,
,16,,1,19.0,,False,False,0 days 02:13:08.656000,,,,
,44,,1,19.0,,False,False,0 days 02:13:13.655000,,,,
21.0,4,,1,,,False,False,0 days 02:13:14.263000,,,,
,4,0 days 00:01:31.418000,1,,,False,False,0 days 02:13:14.304000,,,,
21.0,77,,1,,,False,False,0 days 02:13:16.904000,,,,
,4,,1,21.0,,False,False,0 days 02:13:18.680000,,,,
,77,,1,19.0,,False,False,0 days 02:13:18.680000,,,,
21.0,55,0 days 00:01:32.457000,1,,,False,False,0 days 02:13:28.666000,,,,
,55,,1,19.0,,False,False,0 days 02:13:33.637000,,,,
21.0,14,0 days 00:01:32.950000,1,,,False,False,0 days 02:13:35.217000,,,,
,14,,1,20.0,,False,False,0 days 02:13:38.674000,,,,
21.0,18,0 days 00:01:33.285000,1,,,False,False,0 days 02:13:38.728000,,,,
,4,,2,0.0,HARD,True,True,0 days 02:13:43.649000,0.0,,0.0,
,18,,1,21.0,,False,False,0 days 02:13:43.649000,,,,
21.0,10,0 days 00:01:32.788000,1,,,False,False,0 days 02:13:45.404000,,,,
,3,,2,1.0,,False,False,0 days 02:13:48.644000,,,,
,10,,1,21.0,,False,False,0 days 02:13:48.644000,,,,
21.0,99,,1,,,False,False,0 days 02:13:51.112000,,,,
21.0,22,,1,,,False,False,0 days 02:13:52.710000,,,,
,22,,1,21.0,,False,False,0 days 02:13:53.646000,,,,
,99,,1,19.0,,False,False,0 days 02:13:53.646000,,,,
,31,,2,2.0,,False,False,0 days 02:14:03.645000,,,,
,31,,1,,,False,False,0 days 02:14:03.688000,0.0,,,
21.0,31,0 days 00:01:32.946000,2,,,False,False,0 days 02:14:03.688000,1.0,,,
21.0,11,0 days 00:01:32.609000,2,,,False,False,0 days 02:14:04.050000,,,,
,7,,1,,,False,False,0 days 02:14:06.377000,0.0,,,
21.0,7,0 days 00:01:33.789000,2,,,False,False,0 days 02:14:06.377000,1.0,,,
21.0,63,,2,,,False,False,0 days 02:14:08.545000,,,,
,7,,2,3.0,,False,False,0 days 02:14:08.650000,,,,
,11,,2,3.0,,False,False,0 days 02:14:08.650000,,,,
,63,,2,3.0,,False,False,0 days 02:14:08.650000,,,,
21.0,5,0 days 00:01:33.436000,2,,,False,False,0 days 02:14:15.035000,,,,
,5,,2,5.0,,False,False,0 days 02:14:18.642000,,,,
,6,,2,2.0,,False,False,0 days 02:14:18.642000,,,,
,6,,1,,,False,False,0 days 02:14:18.712000,0.0,,,
21.0,6,0 days 00:01:33.566000,2,,,False,False,0 days 02:14:18.712000,1.0,,,
,47,,1,20.0,,False,False,0 days 02:14:23.643000,,,,
,9,,1,22.0,,False,False,0 days 02:14:28.641000,,,,
22.0,16,,1,,,False,False,0 days 02:14:40.382000,,,,
,16,,1,20.0,,False,False,0 days 02:14:43.650000,,,,
,44,,1,20.0,,False,False,0 days 02:14:43.650000,,,,
22.0,77,0 days 00:01:31.869000,1,,,False,False,0 days 02:14:48.797000,,,,
,77,,1,20.0,,False,False,0 days 02:14:53.645000,,,,
22.0,55,0 days 00:01:32.366000,1,,,False,False,0 days 02:15:01.028000,,,,
,55,,1,20.0,,False,False,0 days 02:15:03.653000,,,,
,14,,1,21.0,,False,False,0 days 02:15:08.652000,,,,
22.0,18,,1,,,False,False,0 days 02:15:12.502000,,,,
,4,,2,1.0,,False,False,0 days 02:15:13.650000,,,,
,18,,1,22.0,,False,False,0 days 02:15:13.650000,,,,
,77,,2,0.0,HARD,True,True,0 days 02:15:13.650000,0.0,,0.0,
22.0,10,,1,,,False,False,0 days 02:15:18.322000,,,,
,10,,1,22.0,,False,False,0 days 02:15:18.657000,,,,
,3,,2,2.0,,False,False,0 days 02:15:23.647000,,,,
,3,,1,,,False,False,0 days 02:15:23.677000,0.0,,,
22.0,3,0 days 00:01:32.711000,2,,,False,False,0 days 02:15:23.677000,1.0,,,
,22,,1,22.0,,False,False,0 days 02:15:28.649000,,,,
,99,,1,20.0,,False,False,0 days 02:15:28.649000,,,,
22.0,11,0 days 00:01:32.062000,2,,,False,False,0 days 02:15:36.185000,,,,
22.0,31,,2,,,False,False,0 days 02:15:37.133000,,,,
,11,,2,4.0,,False,False,0 days 02:15:38.672000,,,,
,31,,2,3.0,,False,False,0 days 02:15:38.672000,,,,
22.0,7,,2,,,False,False,0 days 02:15:40.306000,,,,
,7,,2,4.0,,False,False,0 days 02:15:43.647000,,,,
,63,,2,4.0,,False,False,0 days 02:15:43.647000,,,,
22.0,6,0 days 00:01:33.515000,2,,,False,False,0 days 02:15:47.081000,,,,
22.0,5,0 days 00:01:33.203000,2,,,False,False,0 days 02:15:48.186000,,,,
,5,,2,6.0,,False,False,0 days 02:15:48.656000,,,,
,6,,2,3.0,,False,False,0 days 02:15:48.656000,,,,
22.0,47,0 days 00:01:35.452000,1,,,False,False,0 days 02:15:57.805000,,,,
,47,,1,21.0,,False,False,0 days 02:15:58.660000,,,,
,9,,1,23.0,,False,False,0 days 02:16:03.664000,,,,
,16,,1,21.0,,False,False,0 days 02:16:13.653000,,,,
,44,,1,21.0,,False,False,0 days 02:16:18.653000,,,,
23.0,55,0 days 00:01:32.064000,1,,,False,False,0 days 02:16:33.125000,,,,
,55,,1,21.0,,False,False,0 days 02:16:33.660000,,,,
,4,,2,2.0,,False,False,0 days 02:16:43.670000,,,,
,77,,2,1.0,,False,False,0 days 02:16:43.670000,,,,
